HOG	OG	Gene Tree Parent Clade	BMAL	BOKI	CBRI	CELE	CINO	CNIO	CREM	HCON	OTIP	OVOL	PEXS	PRPA	SRAT
N7.HOG0010468	OG0006034	n0			CBRI.L5515_003938	CELE.CELE_Y66D12A.8	CINO.Sp34_30090900	CNIO.Cni-Y66D12A.8	CREM.GCK72_010242						
N7.HOG0010469	OG0006035	n0			CBRI.L5515_012553	CELE.CELE_F36A4.7	CINO.Sp34_40046500	CNIO.Cni-ama-1	CREM.GCK72_015839						
N7.HOG0010470	OG0006036	n0			CBRI.L5515_007742	CELE.CELE_B0240.3	CINO.Sp34_50149900, CINO.Sp34_X0004700	CNIO.Cni-daf-11	CREM.GCK72_018092						
N7.HOG0010471	OG0006037	n0			CBRI.L5515_018876	CELE.CELE_M60.6	CINO.Sp34_X0160000	CNIO.Cni-M60.6	CREM.GCK72_025349						
N7.HOG0010472	OG0006038	n0			CBRI.L5515_018164	CELE.CELE_B0403.6	CINO.Sp34_X0199400	CNIO.Cni-B0403.6	CREM.GCK72_024699						
N7.HOG0010473	OG0006039	n0			CBRI.L5515_018280	CELE.CELE_F08C6.3	CINO.Sp34_X0207820	CNIO.Cni-vps-52	CREM.GCK72_024806						
N7.HOG0010474	OG0006040	n0			CBRI.L5515_000325	CELE.CELE_Y73E7A.2	CINO.Sp34_10309620	CNIO.Cni-Y73E7A.2	CREM.GCK72_001177						
N7.HOG0010475	OG0006041	n0			CBRI.L5515_007120	CELE.CELE_DC2.8	CINO.Sp34_50006200	CNIO.Cni-trpp-1	CREM.GCK72_019154						
N7.HOG0010476	OG0006042	n0			CBRI.L5515_017611	CELE.CELE_R02E4.2	CINO.Sp34_X0261700	CNIO.Cni-R02E4.2	CREM.GCK72_024193						
N7.HOG0010477	OG0006043	n0			CBRI.L5515_019085	CELE.CELE_H30A04.1	CINO.Sp34_X0132000	CNIO.Cni-eat-20	CREM.GCK72_025524						
N7.HOG0010478	OG0006044	n0			CBRI.L5515_019084	CELE.CELE_C02C6.2	CINO.Sp34_X0131900	CNIO.Cni-olrn-1	CREM.GCK72_025523						
N7.HOG0010479	OG0006045	n0			CBRI.L5515_011184	CELE.CELE_F42C5.8	CINO.Sp34_40296210	CNIO.Cni-rps-8	CREM.GCK72_013911						
N7.HOG0010480	OG0006047	n0			CBRI.L5515_004309	CELE.CELE_K04C2.8	CINO.Sp34_30247600	CNIO.Cni-K04C2.8	CREM.GCK72_009900						
N7.HOG0010481	OG0006048	n0			CBRI.L5515_017848	CELE.CELE_C26B9.3	CINO.Sp34_X0240800	CNIO.Cni-C26B9.3	CREM.GCK72_024407						
N7.HOG0010482	OG0006049	n0			CBRI.L5515_009958	CELE.CELE_Y43F8C.6	CINO.Sp34_50408300	CNIO.Cni-Y43F8C.6	CREM.GCK72_021757						
N7.HOG0010483	OG0006050	n0			CBRI.L5515_007679	CELE.CELE_R07B7.1	CINO.Sp34_50137000	CNIO.Cni-clh-6	CREM.GCK72_018176						
N7.HOG0010484	OG0006051	n0			CBRI.L5515_014099	CELE.CELE_C47D12.6	CINO.Sp34_20313700	CNIO.Cni-tars-1	CREM.GCK72_005575						
N7.HOG0010485	OG0006052	n0			CBRI.L5515_016176	CELE.CELE_C05D9.3	CINO.Sp34_X0011000	CNIO.Cni-C05D9.3	CREM.GCK72_022279						
N7.HOG0010486	OG0006053	n0			CBRI.L5515_016387	CELE.CELE_C35B8.4	CINO.Sp34_X0051210	CNIO.Cni-crb-3	CREM.GCK72_023264						
N7.HOG0010487	OG0006054	n0			CBRI.L5515_012217	CELE.CELE_F01D4.6	CINO.Sp34_40077300	CNIO.Cni-mec-3	CREM.GCK72_014976						
N7.HOG0010488	OG0006055	n0			CBRI.L5515_017840	CELE.CELE_F32A6.2	CINO.Sp34_X0241200	CNIO.Cni-ift-81	CREM.GCK72_024403						
N7.HOG0010489	OG0006056	n0			CBRI.L5515_017458	CELE.CELE_C15C7.7	CINO.Sp34_X0274600	CNIO.Cni-C15C7.7	CREM.GCK72_024047						
N7.HOG0010490	OG0006057	n0			CBRI.L5515_015122	CELE.CELE_Y53F4B.13	CINO.Sp34_20056300	CNIO.Cni-Y53F4B.13	CREM.GCK72_006648						
N7.HOG0010491	OG0006058	n0			CBRI.L5515_011416	CELE.CELE_Y24F12A.2	CINO.Sp34_40325500	CNIO.Cni-ragc-1	CREM.GCK72_014143						
N7.HOG0010492	OG0006059	n0			CBRI.L5515_016146	CELE.CELE_C09E10.2	CINO.Sp34_X0012600	CNIO.Cni-dgk-1	CREM.GCK72_022245						
N7.HOG0010493	OG0006060	n0			CBRI.L5515_001558	CELE.CELE_F25H2.11	CINO.Sp34_10213700	CNIO.Cni-tct-1	CREM.GCK72_002410						
N7.HOG0010494	OG0006061	n0			CBRI.L5515_001557	CELE.CELE_F25H2.10	CINO.Sp34_10213800	CNIO.Cni-rla-0	CREM.GCK72_002409						
N7.HOG0010495	OG0006062	n0			CBRI.L5515_016157	CELE.CELE_K03E6.6	CINO.Sp34_X0011500	CNIO.Cni-pfn-3	CREM.GCK72_022258						
N7.HOG0010496	OG0006063	n0			CBRI.L5515_016205	CELE.CELE_B0395.2	CINO.Sp34_X0039200	CNIO.Cni-mboa-1	CREM.GCK72_023150						
N7.HOG0010497	OG0006064	n0			CBRI.L5515_017960	CELE.CELE_C45B2.7	CINO.Sp34_X0230700	CNIO.Cni-ptr-4	CREM.GCK72_024510						
N7.HOG0010498	OG0006065	n0			CBRI.L5515_018600	CELE.CELE_D1053.3	CINO.Sp34_X0180900	CNIO.Cni-D1053.3	CREM.GCK72_025101						
N7.HOG0010499	OG0006066	n0			CBRI.L5515_012059	CELE.CELE_C06A6.3	CINO.Sp34_40101400	CNIO.Cni-mvb-12	CREM.GCK72_014831						
N7.HOG0010500	OG0006067	n0			CBRI.L5515_017402	CELE.CELE_F53B1.8	CINO.Sp34_X0106100	CNIO.Cni-F53B1.8	CREM.GCK72_023990						
N7.HOG0010501	OG0006068	n0			CBRI.L5515_017522	CELE.CELE_F56B6.5	CINO.Sp34_X0269200	CNIO.Cni-npr-16	CREM.GCK72_024110						
N7.HOG0010502	OG0006069	n0			CBRI.L5515_004245	CELE.CELE_C27F2.10	CINO.Sp34_30053700	CNIO.Cni-C27F2.10	CREM.GCK72_009959						
N7.HOG0010503	OG0006070	n0			CBRI.L5515_013815	CELE.CELE_T02G5.9	CINO.Sp34_20263810	CNIO.Cni-kars-1	CREM.GCK72_006415						
N7.HOG0010504	OG0006071	n0			CBRI.L5515_018832	CELE.CELE_T01B10.4	CINO.Sp34_X0165500	CNIO.Cni-nhr-14	CREM.GCK72_025295						
N7.HOG0010505	OG0006072	n0			CBRI.L5515_004504	CELE.CELE_C46F11.2	CINO.Sp34_30220300	CNIO.Cni-gsr-1	CREM.GCK72_009702						
N7.HOG0010506	OG0006073	n0			CBRI.L5515_017743	CELE.CELE_F55D10.3	CINO.Sp34_X0251200	CNIO.Cni-glit-1	CREM.GCK72_024307						
N7.HOG0010507	OG0006074	n0			CBRI.L5515_017485	CELE.CELE_F11D5.1	CINO.Sp34_X0272610	CNIO.Cni-F11D5.1, CNIO.Cnig_chr_X.g23849	CREM.GCK72_024077						
N7.HOG0010508	OG0006075	n0			CBRI.L5515_014254	CELE.CELE_C09H10.3	CINO.Sp34_20336800	CNIO.Cni-nuo-1	CREM.GCK72_005417						
N7.HOG0010509	OG0006076	n0			CBRI.L5515_017532	CELE.CELE_C18B2.3	CINO.Sp34_X0267800	CNIO.Cni-C18B2.3	CREM.GCK72_024130						
N7.HOG0010510	OG0006077	n0			CBRI.L5515_004422	CELE.CELE_C02F5.9	CINO.Sp34_30232400	CNIO.Cni-pbs-6	CREM.GCK72_009786						
N7.HOG0010511	OG0006078	n0			CBRI.L5515_001030	CELE.CELE_K04G2.1	CINO.Sp34_10062300	CNIO.Cni-iftb-1	CREM.GCK72_000439						
N7.HOG0010512	OG0006079	n0			CBRI.L5515_018577	CELE.CELE_C24A3.6	CINO.Sp34_X0182800	CNIO.Cni-twk-18	CREM.GCK72_025079						
N7.HOG0010513	OG0006080	n0			CBRI.L5515_004790	CELE.CELE_T26G10.1	CINO.Sp34_30269200	CNIO.Cni-T26G10.1	CREM.GCK72_009421						
N7.HOG0010514	OG0006081	n0			CBRI.L5515_014594	CELE.CELE_F21H12.6	CINO.Sp34_20124100	CNIO.Cni-tpp-2	CREM.GCK72_006174						
N7.HOG0010515	OG0006082	n0			CBRI.L5515_015788	CELE.CELE_T02H6.11	CINO.Sp34_20021000	CNIO.Cni-T02H6.11	CREM.GCK72_003631						
N7.HOG0010516	OG0006083	n0			CBRI.L5515_018828	CELE.CELE_H03E18.1	CINO.Sp34_X0166000	CNIO.Cni-H03E18.1	CREM.GCK72_025289						
N7.HOG0010517	OG0006084	n0			CBRI.L5515_017619	CELE.CELE_ZK470.5	CINO.Sp34_X0261000	CNIO.Cni-nck-1	CREM.GCK72_024201						
N7.HOG0010518	OG0006085	n0			CBRI.L5515_019305	CELE.CELE_F18H3.1	CINO.Sp34_X0151000	CNIO.Cni-F18H3.1	CREM.GCK72_025725						
N7.HOG0010519	OG0006086	n0			CBRI.L5515_016283	CELE.CELE_C37E2.1	CINO.Sp34_X0028400	CNIO.Cni-idhb-1	CREM.GCK72_022586						
N7.HOG0010520	OG0006087	n0			CBRI.L5515_016207	CELE.CELE_T27A8.1	CINO.Sp34_X0039500	CNIO.Cni-cpd-2	CREM.GCK72_023152						
N7.HOG0010521	OG0006088	n0			CBRI.L5515_019372	CELE.CELE_Y26E6A.3	CINO.Sp34_X0117620	CNIO.Cni-Y26E6A.3	CREM.GCK72_025786						
N7.HOG0010522	OG0006089	n0			CBRI.L5515_016666	CELE.CELE_ZC506.1	CINO.Sp34_X0062800	CNIO.Cnig_chr_X.g22950	CREM.GCK72_023499						
N7.HOG0010523	OG0006090	n0			CBRI.L5515_014580	CELE.CELE_C30B5.4	CINO.Sp34_20126900	CNIO.Cni-C30B5.4	CREM.GCK72_006191						
N7.HOG0010524	OG0006091	n0			CBRI.L5515_016232	CELE.CELE_W09B12.1	CINO.Sp34_X0042100	CNIO.Cni-ace-1	CREM.GCK72_023173						
N7.HOG0010525	OG0006092	n0			CBRI.L5515_004895	CELE.CELE_F44E2.3	CINO.Sp34_30277220	CNIO.Cni-F44E2.3	CREM.GCK72_009328						
N7.HOG0010526	OG0006093	n0			CBRI.L5515_016004	CELE.CELE_C50D2.5	CINO.Sp34_20005200	CNIO.Cni-C50D2.5	CREM.GCK72_007821						
N7.HOG0010527	OG0006094	n0			CBRI.L5515_009753	CELE.CELE_Y113G7A.9	CINO.Sp34_50431000	CNIO.Cni-dcs-1	CREM.GCK72_022032						
N7.HOG0010528	OG0006095	n0			CBRI.L5515_012624	CELE.CELE_Y77E11A.6	CINO.Sp34_40009700	CNIO.Cni-rpc-11	CREM.GCK72_015645						
N7.HOG0010529	OG0006096	n0			CBRI.L5515_005320	CELE.CELE_C29E4.4	CINO.Sp34_30045600	CNIO.Cni-npp-15	CREM.GCK72_009163						
N7.HOG0010530	OG0006097	n0			CBRI.L5515_011335	CELE.CELE_C08F8.2	CINO.Sp34_40315100	CNIO.Cni-C08F8.2	CREM.GCK72_014069						
N7.HOG0010531	OG0006098	n0			CBRI.L5515_003543	CELE.CELE_C28H8.9	CINO.Sp34_30142900	CNIO.Cni-dpff-1	CREM.GCK72_010658						
N7.HOG0010532	OG0006099	n0			CBRI.L5515_008356	CELE.CELE_K08B12.1	CINO.Sp34_50209300	CNIO.Cni-K08B12.1	CREM.GCK72_017894						
N7.HOG0010533	OG0006100	n0			CBRI.L5515_018276	CELE.CELE_F46C8.8	CINO.Sp34_X0207500	CNIO.Cni-F46C8.8	CREM.GCK72_024802						
N7.HOG0010534	OG0006101	n0			CBRI.L5515_016245	CELE.CELE_T27B1.2	CINO.Sp34_X0043510	CNIO.Cni-pat-9	CREM.GCK72_023186						
N7.HOG0010535	OG0006102	n0			CBRI.L5515_016198	CELE.CELE_H11E01.3	CINO.Sp34_X0026000	CNIO.Cni-H11E01.3	CREM.GCK72_022813, CREM.GCK72_022814						
N7.HOG0010536	OG0006103	n0			CBRI.L5515_017568	CELE.CELE_F47B7.2	CINO.Sp34_X0265300	CNIO.Cni-F47B7.2	CREM.GCK72_024158						
N7.HOG0010537	OG0006104	n0			CBRI.L5515_018579	CELE.CELE_C48C5.3	CINO.Sp34_X0182500	CNIO.Cni-aexr-3	CREM.GCK72_025081						
N7.HOG0010538	OG0006105	n0			CBRI.L5515_010626	CELE.CELE_C01F6.8	CINO.Sp34_40352100	CNIO.Cni-icln-1	CREM.GCK72_013341						
N7.HOG0010539	OG0006106	n0			CBRI.L5515_012207	CELE.CELE_R11A8.5	CINO.Sp34_40086400	CNIO.Cni-pges-2	CREM.GCK72_014968						
N7.HOG0010540	OG0006107	n0			CBRI.L5515_016246	CELE.CELE_T27B1.1	CINO.Sp34_X0043520	CNIO.Cni-osm-1	CREM.GCK72_023187						
N7.HOG0010541	OG0006108	n0			CBRI.L5515_013449	CELE.CELE_K01C8.7	CINO.Sp34_20138100	CNIO.Cni-slc-25A32	CREM.GCK72_005036						
N7.HOG0010542	OG0006109	n0			CBRI.L5515_009805	CELE.CELE_Y69H2.15	CINO.Sp34_50386000	CNIO.Cni-Y69H2.15	CREM.GCK72_022048						
N7.HOG0010543	OG0006110	n0			CBRI.L5515_007813	CELE.CELE_F57B7.1	CINO.Sp34_50323010	CNIO.Cni-dmsr-1	CREM.GCK72_016750						
N7.HOG0010544	OG0006111	n0			CBRI.L5515_006129	CELE.CELE_F39G3.7	CINO.Sp34_50079100	CNIO.Cni-prx-6	CREM.GCK72_019304						
N7.HOG0010545	OG0006112	n0			CBRI.L5515_012187	CELE.CELE_R09E12.3	CINO.Sp34_50427300	CNIO.Cni-sti-1	CREM.GCK72_021987						
N7.HOG0010546	OG0006113	n0			CBRI.L5515_008888	CELE.CELE_ZC412.1	CINO.Sp34_50347600	CNIO.Cni-npr-13	CREM.GCK72_017427						
N7.HOG0010547	OG0006114	n0			CBRI.L5515_008323	CELE.CELE_C10F3.6	CINO.Sp34_50204810	CNIO.Cni-fut-8	CREM.GCK72_017848						
N7.HOG0010548	OG0006115	n0			CBRI.L5515_009811	CELE.CELE_Y44A6D.3	CINO.Sp34_50399400	CNIO.Cni-Y44A6D.3							
N7.HOG0010549	OG0006116	n0			CBRI.L5515_019184	CELE.CELE_T04C10.4	CINO.Sp34_X0141500	CNIO.Cni-atf-5	CREM.GCK72_025635						
N7.HOG0010550	OG0006117	n0			CBRI.L5515_008917	CELE.CELE_C54G10.3	CINO.Sp34_50350600	CNIO.Cni-pmp-3	CREM.GCK72_017466						
N7.HOG0010551	OG0006118	n0			CBRI.L5515_002787	CELE.CELE_Y105E8A.19	CINO.Sp34_10003500	CNIO.Cni-yars-1	CREM.GCK72_001506						
N7.HOG0010552	OG0006119	n0			CBRI.L5515_016569	CELE.CELE_F10D7.2	CINO.Sp34_X0033100	CNIO.Cni-F10D7.2	CREM.GCK72_023412						
N7.HOG0010553	OG0006120	n0			CBRI.L5515_007683	CELE.CELE_F10C2.5	CINO.Sp34_50137720	CNIO.Cni-F10C2.5	CREM.GCK72_018172						
N7.HOG0010554	OG0006121	n0			CBRI.L5515_008692	CELE.CELE_C50F4.8	CINO.Sp34_50247700	CNIO.Cni-C50F4.8	CREM.GCK72_017108						
N7.HOG0010555	OG0006122	n0			CBRI.L5515_013000	CELE.CELE_R53.6	CINO.Sp34_20172000	CNIO.Cni-psf-1	CREM.GCK72_004819						
N7.HOG0010556	OG0006123	n0			CBRI.L5515_011976	CELE.CELE_K07H8.3	CINO.Sp34_40112310	CNIO.Cni-daf-31	CREM.GCK72_014718						
N7.HOG0010557	OG0006124	n0			CBRI.L5515_002213	CELE.CELE_W02A11.4	CINO.Sp34_10016900	CNIO.Cni-uba-2	CREM.GCK72_002062						
N7.HOG0010558	OG0006125	n0			CBRI.L5515_002719	CELE.CELE_F39B2.1	CINO.Sp34_10000820	CNIO.Cni-hinf-1	CREM.GCK72_001440						
N7.HOG0010559	OG0006126	n0			CBRI.L5515_006635	CELE.CELE_T22H9.2	CINO.Sp34_50015100	CNIO.Cni-atg-9	CREM.GCK72_020103						
N7.HOG0010560	OG0006127	n0			CBRI.L5515_006636	CELE.CELE_T22H9.1	CINO.Sp34_50015200	CNIO.Cni-T22H9.1							
N7.HOG0010561	OG0006128	n0			CBRI.L5515_008145	CELE.CELE_T07F10.4	CINO.Sp34_50278400	CNIO.Cni-bus-19	CREM.GCK72_017632						
N7.HOG0010562	OG0006129	n0			CBRI.L5515_007819	CELE.CELE_K03B8.6	CINO.Sp34_50322300	CNIO.Cni-K03B8.6	CREM.GCK72_016754						
N7.HOG0010563	OG0006130	n0			CBRI.L5515_008000	CELE.CELE_C32C4.5	CINO.Sp34_50296400	CNIO.Cnig_chr_V.g19406, CNIO.Cnig_chr_V.g19407	CREM.GCK72_016456						
N7.HOG0010564	OG0006131	n0			CBRI.L5515_008147	CELE.CELE_R90.1	CINO.Sp34_50278000	CNIO.Cni-R90.1	CREM.GCK72_017634						
N7.HOG0010565	OG0006132	n0			CBRI.L5515_008926	CELE.CELE_R11H6.3	CINO.Sp34_50351400	CNIO.Cni-glb-22	CREM.GCK72_017476						
N7.HOG0010566	OG0006133	n0			CBRI.L5515_008428	CELE.CELE_K11G9.4	CINO.Sp34_50218710	CNIO.Cni-egl-46	CREM.GCK72_017973						
N7.HOG0010567	OG0006134	n0			CBRI.L5515_009751	CELE.CELE_Y113G7A.6	CINO.Sp34_50430800	CNIO.Cni-ttx-1	CREM.GCK72_022029						
N7.HOG0010568	OG0006135	n0			CBRI.L5515_014131	CELE.CELE_T09F3.5	CINO.Sp34_20218500	CNIO.Cni-T09F3.5	CREM.GCK72_005541						
N7.HOG0010569	OG0006136	n0			CBRI.L5515_006886	CELE.CELE_F33E11.6	CINO.Sp34_50013300	CNIO.Cni-phf-10	CREM.GCK72_020807						
N7.HOG0010570	OG0006137	n0			CBRI.L5515_008898	CELE.CELE_Y50E8A.3	CINO.Sp34_50348800	CNIO.Cni-oig-3	CREM.GCK72_017441						
N7.HOG0010571	OG0006138	n0			CBRI.L5515_011632	CELE.CELE_K04D7.3	CINO.Sp34_40258900	CNIO.Cni-gta-1	CREM.GCK72_014363						
N7.HOG0010572	OG0006139	n0			CBRI.L5515_006868	CELE.CELE_Y50D4B.1	CINO.Sp34_50023810	CNIO.Cni-Y50D4B.1	CREM.GCK72_020867						
N7.HOG0010573	OG0006140	n0			CBRI.L5515_007276	CELE.CELE_T27C4.1	CINO.Sp34_50006900	CNIO.Cni-T27C4.1	CREM.GCK72_019175						
N7.HOG0010574	OG0006141	n0			CBRI.L5515_008109	CELE.CELE_ZK856.9	CINO.Sp34_50283410	CNIO.Cni-zhit-3	CREM.GCK72_017592						
N7.HOG0010575	OG0006142	n0			CBRI.L5515_009084	CELE.CELE_T08G5.5	CINO.Sp34_50331100	CNIO.Cni-vps-39	CREM.GCK72_020374						
N7.HOG0010576	OG0006143	n0			CBRI.L5515_008401	CELE.CELE_F46E10.9	CINO.Sp34_50214510	CNIO.Cni-dpy-11	CREM.GCK72_017940						
N7.HOG0010577	OG0006144	n0			CBRI.L5515_008549	CELE.CELE_T19A5.1	CINO.Sp34_50231600	CNIO.Cni-T19A5.1	CREM.GCK72_017282						
N7.HOG0010578	OG0006145	n0			CBRI.L5515_008291	CELE.CELE_ZC250.1	CINO.Sp34_50201410	CNIO.Cni-cyn-17	CREM.GCK72_017809						
N7.HOG0010579	OG0006146	n0			CBRI.L5515_009913	CELE.CELE_Y59A8B.22	CINO.Sp34_50407300	CNIO.Cni-snx-6	CREM.GCK72_021849						
N7.HOG0010580	OG0006147	n0			CBRI.L5515_008546	CELE.CELE_H14N18.1	CINO.Sp34_50231100	CNIO.Cni-unc-23	CREM.GCK72_017286						
N7.HOG0010581	OG0006148	n0			CBRI.L5515_010005	CELE.CELE_Y116A8C.42	CINO.Sp34_40219200	CNIO.Cni-snr-1	CREM.GCK72_011946						
N7.HOG0010582	OG0006149	n0			CBRI.L5515_006326	CELE.CELE_T10B5.5	CINO.Sp34_50065300	CNIO.Cni-cct-7	CREM.GCK72_019258						
N7.HOG0010583	OG0006150	n0			CBRI.L5515_008251	CELE.CELE_CD4.3	CINO.Sp34_50197010	CNIO.Cni-CD4.3	CREM.GCK72_017765						
N7.HOG0010584	OG0006151	n0			CBRI.L5515_001116	CELE.CELE_Y110A7A.16	CINO.Sp34_10258000	CNIO.Cni-elpc-1	CREM.GCK72_000339						
N7.HOG0010585	OG0006152	n0			CBRI.L5515_011840	CELE.CELE_E04A4.8	CINO.Sp34_40129400	CNIO.Cni-rpl-20	CREM.GCK72_014575						
N7.HOG0010586	OG0006153	n0			CBRI.L5515_000320	CELE.CELE_Y71G12B.12	CINO.Sp34_10311900	CNIO.Cnig_chr_I.g59	CREM.GCK72_001173						
N7.HOG0010587	OG0006154	n0			CBRI.L5515_006589	CELE.CELE_H43I07.1	CINO.Sp34_50029800	CNIO.Cni-H43I07.1	CREM.GCK72_020160						
N7.HOG0010588	OG0006155	n0			CBRI.L5515_008547	CELE.CELE_T19A5.3	CINO.Sp34_50231200	CNIO.Cni-T19A5.3	CREM.GCK72_017285						
N7.HOG0010589	OG0006156	n0			CBRI.L5515_008337	CELE.CELE_Y38A10A.7		CNIO.Cni-Y38A10A.7	CREM.GCK72_017869						
N7.HOG0010590	OG0006157	n0			CBRI.L5515_006219	CELE.CELE_C26F1.4	CINO.Sp34_50087300	CNIO.Cni-rps-30	CREM.GCK72_019387						
N7.HOG0010591	OG0006158	n0			CBRI.L5515_008357	CELE.CELE_K08B12.5	CINO.Sp34_50209210	CNIO.Cni-mrck-1	CREM.GCK72_017895						
N7.HOG0010592	OG0006159	n0			CBRI.L5515_007920	CELE.CELE_F53B7.2	CINO.Sp34_50306300	CNIO.Cni-frpr-9	CREM.GCK72_016535						
N7.HOG0010593	OG0006160	n0			CBRI.L5515_008110	CELE.CELE_ZK856.13	CINO.Sp34_50283300	CNIO.Cni-tftc-3	CREM.GCK72_017593						
N7.HOG0010594	OG0006161	n0			CBRI.L5515_001845	CELE.CELE_ZC328.4	CINO.Sp34_10326700	CNIO.Cni-san-1	CREM.GCK72_002771						
N7.HOG0010595	OG0006162	n0			CBRI.L5515_007947	CELE.CELE_F32D8.7	CINO.Sp34_50302800	CNIO.Cni-F32D8.7	CREM.GCK72_016567						
N7.HOG0010596	OG0006163	n0			CBRI.L5515_008513	CELE.CELE_F09G2.5	CINO.Sp34_50227900	CNIO.Cni-lgc-39	CREM.GCK72_017342						
N7.HOG0010597	OG0006164	n0			CBRI.L5515_008707	CELE.CELE_F25B3.2	CINO.Sp34_50249900	CNIO.Cni-F25B3.2	CREM.GCK72_017132						
N7.HOG0010598	OG0006165	n0			CBRI.L5515_005471	CELE.CELE_C45G9.5	CINO.Sp34_30012000	CNIO.Cni-C45G9.5	CREM.GCK72_008319						
N7.HOG0010599	OG0006166	n0			CBRI.L5515_008010	CELE.CELE_T21C9.5	CINO.Sp34_50295400	CNIO.Cni-lpd-9	CREM.GCK72_016445						
N7.HOG0010600	OG0006167	n0			CBRI.L5515_007707	CELE.CELE_R31.3	CINO.Sp34_50144100	CNIO.Cni-osm-6	CREM.GCK72_018140						
N7.HOG0010601	OG0006168	n0			CBRI.L5515_007709	CELE.CELE_R31.1	CINO.Sp34_50144300	CNIO.Cni-sma-1	CREM.GCK72_018138						
N7.HOG0010602	OG0006169	n0			CBRI.L5515_009914	CELE.CELE_Y59A8B.21	CINO.Sp34_50407400	CNIO.Cni-Y59A8B.21	CREM.GCK72_021848						
N7.HOG0010603	OG0006170	n0			CBRI.L5515_007910	CELE.CELE_Y42A5A.4	CINO.Sp34_50312500	CNIO.Cni-cdkl-1	CREM.GCK72_016616						
N7.HOG0010604	OG0006171	n0			CBRI.L5515_008026	CELE.CELE_C35A5.9	CINO.Sp34_50293600	CNIO.Cni-hda-11	CREM.GCK72_016424						
N7.HOG0010605	OG0006172	n0			CBRI.L5515_007509	CELE.CELE_K10C8.2	CINO.Sp34_50176900	CNIO.Cni-frpr-15	CREM.GCK72_018372						
N7.HOG0010606	OG0006173	n0			CBRI.L5515_005975	CELE.CELE_F41E6.9	CINO.Sp34_50116800	CNIO.Cni-vps-60	CREM.GCK72_018888						
N7.HOG0010607	OG0006174	n0			CBRI.L5515_008844	CELE.CELE_C01G10.11	CINO.Sp34_50267110	CNIO.Cni-unc-76	CREM.GCK72_017361						
N7.HOG0010608	OG0006175	n0			CBRI.L5515_007293	CELE.CELE_T10G3.5	CINO.Sp34_50160200	CNIO.Cni-eea-1	CREM.GCK72_018586						
N7.HOG0010609	OG0006176	n0			CBRI.L5515_006110	CELE.CELE_Y61A9LA.10	CINO.Sp34_50075700	CNIO.Cni-Y61A9LA.10	CREM.GCK72_019287						
N7.HOG0010610	OG0006177	n0			CBRI.L5515_008468	CELE.CELE_K11C4.3	CINO.Sp34_50222800	CNIO.Cni-unc-70	CREM.GCK72_018012						
N7.HOG0010611	OG0006178	n0			CBRI.L5515_008121	CELE.CELE_C51E3.7	CINO.Sp34_50281910	CNIO.Cni-egl-3	CREM.GCK72_017605						
N7.HOG0010612	OG0006179	n0			CBRI.L5515_007729	CELE.CELE_T27F2.2	CINO.Sp34_50152010	CNIO.Cni-sipa-1	CREM.GCK72_018077						
N7.HOG0010613	OG0006180	n0			CBRI.L5515_008120	CELE.CELE_ZK856.1	CINO.Sp34_50282000	CNIO.Cni-cul-5	CREM.GCK72_017604						
N7.HOG0010614	OG0006181	n0			CBRI.L5515_007686	CELE.CELE_F57F5.5	CINO.Sp34_50138310	CNIO.Cnig_chr_V.g18994	CREM.GCK72_018163						
N7.HOG0010615	OG0006182	n0			CBRI.L5515_007256	CELE.CELE_Y45G12B.2	CINO.Sp34_50052310	CNIO.Cni-Y45G12B.2	CREM.GCK72_019083						
N7.HOG0010616	OG0006183	n0			CBRI.L5515_011877	CELE.CELE_ZK180.3	CINO.Sp34_40124200	CNIO.Cni-ZK180.3	CREM.GCK72_014609						
N7.HOG0010617	OG0006184	n0			CBRI.L5515_007253	CELE.CELE_W02G9.3	CINO.Sp34_50051900	CNIO.Cni-W02G9.3	CREM.GCK72_019045						
N7.HOG0010618	OG0006185	n0			CBRI.L5515_007255	CELE.CELE_Y45G12B.3	CINO.Sp34_50052200	CNIO.Cni-Y45G12B.3	CREM.GCK72_019082						
N7.HOG0010619	OG0006186	n0			CBRI.L5515_007380	CELE.CELE_Y47A7.2	CINO.Sp34_50191400	CNIO.Cni-Y47A7.2	CREM.GCK72_018504						
N7.HOG0010620	OG0006187	n0			CBRI.L5515_008444	CELE.CELE_T25F10.3	CINO.Sp34_50220110	CNIO.Cni-T25F10.3	CREM.GCK72_017988						
N7.HOG0010621	OG0006188	n0			CBRI.L5515_008067	CELE.CELE_K07C5.8	CINO.Sp34_50289000	CNIO.Cni-cash-1	CREM.GCK72_016377						
N7.HOG0010622	OG0006189	n0			CBRI.L5515_005666	CELE.CELE_C50B8.1	CINO.Sp34_50162210	CNIO.Cni-C50B8.1	CREM.GCK72_018599						
N7.HOG0010623	OG0006190	n0			CBRI.L5515_001786	CELE.CELE_D1081.2	CINO.Sp34_10317400	CNIO.Cni-unc-120	CREM.GCK72_002681						
N7.HOG0010624	OG0006191	n0			CBRI.L5515_002726	CELE.CELE_F32A7.4	CINO.Sp34_10002100	CNIO.Cni-F32A7.4	CREM.GCK72_001449						
N7.HOG0010625	OG0006192	n0			CBRI.L5515_005864	CELE.CELE_C16D9.2	CINO.Sp34_50106210	CNIO.Cni-rol-3	CREM.GCK72_018792						
