HOG	OG	Gene Tree Parent Clade	BMAL	BOKI	CBRI	CELE	CINO	CNIO	CREM	HCON	OTIP	OVOL	PEXS	PRPA	SRAT
N11.HOG0010442	OG0004942	n0			CBRI.L5515_014827			CNIO.Cni-F33G12.2							
N11.HOG0010443	OG0004943	n0			CBRI.L5515_013528			CNIO.Cnig_chr_II.g4842							
N11.HOG0010444	OG0004944	n0			CBRI.L5515_002581			CNIO.Cni-F32B4.8							
N11.HOG0010445	OG0004945	n0			CBRI.L5515_000444			CNIO.Cnig_chr_I.g765, CNIO.Cnig_chr_I.g767, CNIO.Cnig_chr_I.g792							
N11.HOG0010446	OG0004946	n0			CBRI.L5515_002629			CNIO.Cnig_chr_I.g3613							
N11.HOG0010447	OG0004947	n0			CBRI.L5515_011548			CNIO.Cni-tag-335							
N11.HOG0010448	OG0004948	n0			CBRI.L5515_007537			CNIO.Cni-mma-1							
N11.HOG0010449	OG0004949	n0			CBRI.L5515_000361			CNIO.Cni-emr-1							
N11.HOG0010450	OG0004950	n0			CBRI.L5515_003331			CNIO.Cni-sft-1							
N11.HOG0010451	OG0004951	n0			CBRI.L5515_013699			CNIO.Cni-vps-33.2							
N11.HOG0010452	OG0004952	n0			CBRI.L5515_001311			CNIO.Cni-uba-5							
N11.HOG0010453	OG0004953	n0			CBRI.L5515_005230			CNIO.Cni-C07H6.2							
N11.HOG0010454	OG0004954	n0			CBRI.L5515_007123			CNIO.Cni-Y108G3AL.2							
N11.HOG0010455	OG0004955	n0			CBRI.L5515_003897			CNIO.Cni-obr-1							
N11.HOG0010456	OG0004956	n0			CBRI.L5515_008009			CNIO.Cni-T21C9.6							
N11.HOG0010457	OG0004957	n0			CBRI.L5515_003977			CNIO.Cnig_chr_III.g9900, CNIO.Cnig_chr_III.g9902							
N11.HOG0010458	OG0004958	n0			CBRI.L5515_013613			CNIO.Cni-atgp-2							
N11.HOG0010459	OG0004959	n0			CBRI.L5515_012972			CNIO.Cni-ZK1321.4							
N11.HOG0010460	OG0004960	n0			CBRI.L5515_016109			CNIO.Cni-ile-2							
N11.HOG0010461	OG0004961	n0			CBRI.L5515_009939			CNIO.Cni-kcnl-1							
N11.HOG0010462	OG0004962	n0			CBRI.L5515_000712			CNIO.Cni-ngp-1							
N11.HOG0010463	OG0004963	n0			CBRI.L5515_002814			CNIO.Cni-frm-1							
N11.HOG0010464	OG0004964	n0			CBRI.L5515_003225			CNIO.Cnig_chr_III.g8765							
N11.HOG0010465	OG0004965	n0			CBRI.L5515_019367			CNIO.Cni-hlb-1							
N11.HOG0010466	OG0004966	n0			CBRI.L5515_005862			CNIO.Cni-air-1							
N11.HOG0010467	OG0004967	n0			CBRI.L5515_003283			CNIO.Cni-sms-3							
N11.HOG0010468	OG0004968	n0			CBRI.L5515_016138			CNIO.Cni-sms-2							
N11.HOG0010469	OG0004969	n0			CBRI.L5515_011918			CNIO.Cni-catp-4							
N11.HOG0010470	OG0004970	n0			CBRI.L5515_011618			CNIO.Cni-Y67D8A.2							
N11.HOG0010471	OG0004971	n0			CBRI.L5515_014588			CNIO.Cni-abts-3							
N11.HOG0010472	OG0004972	n0			CBRI.L5515_014170			CNIO.Cni-mrps-22							
N11.HOG0010473	OG0004973	n4			CBRI.L5515_000235			CNIO.Cni-rpb-10							
N11.HOG0010474	OG0004973	n8			CBRI.L5515_000236										
N11.HOG0010475	OG0004974	n0			CBRI.L5515_014525			CNIO.Cni-aptf-1							
N11.HOG0010476	OG0004975	n0			CBRI.L5515_018341			CNIO.Cni-sek-1							
N11.HOG0010477	OG0004976	n0			CBRI.L5515_017788			CNIO.Cni-sek-3							
N11.HOG0010478	OG0004977	n0			CBRI.L5515_007195			CNIO.Cni-chil-14							
N11.HOG0010479	OG0004978	n0			CBRI.L5515_013872			CNIO.Cni-cul-4							
N11.HOG0010480	OG0004979	n0			CBRI.L5515_016178			CNIO.Cni-ife-4							
N11.HOG0010481	OG0004980	n0			CBRI.L5515_004943			CNIO.Cni-eif-3.D							
N11.HOG0010482	OG0004981	n0			CBRI.L5515_015251			CNIO.Cni-ptc-3							
N11.HOG0010483	OG0004982	n0			CBRI.L5515_015117			CNIO.Cni-Y48B6A.1							
N11.HOG0010484	OG0004983	n0			CBRI.L5515_002854			CNIO.Cni-par-6							
N11.HOG0010485	OG0004984	n0			CBRI.L5515_016945			CNIO.Cni-F08G12.1							
N11.HOG0010486	OG0004985	n0			CBRI.L5515_010586			CNIO.Cni-Y11D7A.10							
N11.HOG0010487	OG0004986	n0			CBRI.L5515_006126			CNIO.Cni-K03B4.1							
N11.HOG0010488	OG0004987	n0			CBRI.L5515_005540			CNIO.Cni-dpy-19							
N11.HOG0010489	OG0004988	n0			CBRI.L5515_005302			CNIO.Cni-pcp-5							
N11.HOG0010490	OG0004989	n0			CBRI.L5515_015987			CNIO.Cni-F23F1.2							
N11.HOG0010491	OG0004990	n0						CNIO.Cni-rgs-3							
N11.HOG0010492	OG0004991	n0			CBRI.L5515_008918			CNIO.Cni-rfc-1							
N11.HOG0010493	OG0004992	n0			CBRI.L5515_016588			CNIO.Cnig_chr_X.g22796							
N11.HOG0010494	OG0004993	n0			CBRI.L5515_009375			CNIO.Cnig_chr_V.g21123							
N11.HOG0010495	OG0004994	n0			CBRI.L5515_001297			CNIO.Cni-D2030.4							
N11.HOG0010496	OG0004995	n0			CBRI.L5515_001555			CNIO.Cni-ubc-25							
N11.HOG0010497	OG0004996	n0			CBRI.L5515_011901			CNIO.Cnig_chr_IV.g14662, CNIO.Cnig_chr_IV.g14666							
N11.HOG0010498	OG0004997	n0			CBRI.L5515_012817			CNIO.Cni-col-109							
N11.HOG0010499	OG0004998	n0			CBRI.L5515_018201			CNIO.Cni-F46H5.2							
N11.HOG0010500	OG0004999	n0			CBRI.L5515_004654			CNIO.Cni-mog-1							
N11.HOG0010501	OG0005000	n0						CNIO.Cni-M03C11.8							
N11.HOG0010502	OG0005001	n0			CBRI.L5515_007559			CNIO.Cni-inx-11							
N11.HOG0010503	OG0005002	n0			CBRI.L5515_009923			CNIO.Cni-phf-14							
N11.HOG0010504	OG0005003	n0			CBRI.L5515_005582			CNIO.Cni-aldo-1							
N11.HOG0010505	OG0005004	n0			CBRI.L5515_010004			CNIO.Cni-snx-13							
N11.HOG0010506	OG0005005	n0			CBRI.L5515_013279			CNIO.Cni-K07E1.1							
N11.HOG0010507	OG0005006	n0			CBRI.L5515_014332			CNIO.Cni-twk-5							
N11.HOG0010508	OG0005007	n0			CBRI.L5515_014586			CNIO.Cni-hst-3.1							
N11.HOG0010509	OG0005008	n0			CBRI.L5515_014767			CNIO.Cni-bmy-1							
N11.HOG0010510	OG0005009	n0			CBRI.L5515_015124			CNIO.Cni-asc-1							
N11.HOG0010511	OG0005010	n0			CBRI.L5515_007882			CNIO.Cni-C06H2.2							
N11.HOG0010512	OG0005011	n0			CBRI.L5515_001613			CNIO.Cni-fcp-1							
N11.HOG0010513	OG0005012	n0			CBRI.L5515_000461			CNIO.Cnig_chr_I.g821, CNIO.Cnig_chr_I.g823, CNIO.Cnig_chr_I.g824							
N11.HOG0010514	OG0005013	n0			CBRI.L5515_002691			CNIO.Cni-Y87G2A.18							
N11.HOG0010515	OG0005015	n0			CBRI.L5515_002735			CNIO.Cni-unc-122							
N11.HOG0010516	OG0005016	n0			CBRI.L5515_002844			CNIO.Cnig_chr_I.g3949							
N11.HOG0010517	OG0005017	n0			CBRI.L5515_000438			CNIO.Cnig_chr_I.g784							
N11.HOG0010518	OG0005018	n0			CBRI.L5515_010748			CNIO.Cnig_chr_IV.g13219, CNIO.Cnig_chr_IV.g13222							
N11.HOG0010519	OG0005019	n0			CBRI.L5515_011021			CNIO.Cni-F38A5.2							
N11.HOG0010520	OG0005020	n0			CBRI.L5515_003503			CNIO.Cni-sma-4							
N11.HOG0010521	OG0005022	n0			CBRI.L5515_002975			CNIO.Cni-H10E21.4							
N11.HOG0010522	OG0005023	n0			CBRI.L5515_011166			CNIO.Cni-elo-3							
N11.HOG0010523	OG0005024	n0			CBRI.L5515_005861			CNIO.Cni-cogc-6							
N11.HOG0010524	OG0005025	n0			CBRI.L5515_003784			CNIO.Cni-dpy-28							
N11.HOG0010525	OG0005026	n0			CBRI.L5515_001483			CNIO.Cni-lin-11							
N11.HOG0010526	OG0005027	n0			CBRI.L5515_016234			CNIO.Cni-let-2							
N11.HOG0010527	OG0005028	n0			CBRI.L5515_017687			CNIO.Cni-aps-2							
N11.HOG0010528	OG0005029	n0			CBRI.L5515_005239			CNIO.Cni-H14A12.3							
N11.HOG0010529	OG0005030	n0			CBRI.L5515_003001			CNIO.Cni-F23H11.4							
N11.HOG0010530	OG0005031	n0						CNIO.Cni-xbp-1							
N11.HOG0010531	OG0005032	n0			CBRI.L5515_008900			CNIO.Cni-Y50E8A.5							
N11.HOG0010532	OG0005033	n0			CBRI.L5515_006229			CNIO.Cni-clic-1							
N11.HOG0010533	OG0005034	n0			CBRI.L5515_012225			CNIO.Cni-F13B12.6							
N11.HOG0010534	OG0005035	n0			CBRI.L5515_012224			CNIO.Cni-R10H10.7							
N11.HOG0010535	OG0005036	n0			CBRI.L5515_014846			CNIO.Cni-ZK546.5							
N11.HOG0010536	OG0005037	n0			CBRI.L5515_015058			CNIO.Cni-Y17G7B.18							
N11.HOG0010537	OG0005038	n0			CBRI.L5515_015897			CNIO.Cni-vig-1							
N11.HOG0010538	OG0005039	n0			CBRI.L5515_015896			CNIO.Cni-fcho-1							
N11.HOG0010539	OG0005040	n0			CBRI.L5515_010489			CNIO.Cni-ubxn-6, CNIO.Cnig_chr_IV.g12811							
N11.HOG0010540	OG0005041	n0			CBRI.L5515_000465			CNIO.Cnig_chr_I.g831							
N11.HOG0010541	OG0005042	n0			CBRI.L5515_013387			CNIO.Cni-rpl-10							
N11.HOG0010542	OG0005043	n0			CBRI.L5515_015939			CNIO.Cnig_chr_II.g8234							
N11.HOG0010543	OG0005044	n0			CBRI.L5515_005667			CNIO.Cni-nuaf-1							
N11.HOG0010544	OG0005045	n0			CBRI.L5515_003349			CNIO.Cni-Y53G8AL.2							
N11.HOG0010545	OG0005046	n0			CBRI.L5515_004101			CNIO.Cni-R07E5.1							
N11.HOG0010546	OG0005047	n0			CBRI.L5515_002772			CNIO.Cni-mtx-1							
N11.HOG0010547	OG0005048	n0			CBRI.L5515_002060			CNIO.Cni-che-14							
N11.HOG0010548	OG0005049	n0						CNIO.Cni-F35H10.6							
N11.HOG0010549	OG0005050	n0			CBRI.L5515_011973			CNIO.Cni-nprl-3							
N11.HOG0010550	OG0005051	n0			CBRI.L5515_012770			CNIO.Cni-F52C12.6							
N11.HOG0010551	OG0005052	n0			CBRI.L5515_012769			CNIO.Cni-F52C12.2							
N11.HOG0010552	OG0005053	n0			CBRI.L5515_001935			CNIO.Cnig_chr_I.g2547							
N11.HOG0010553	OG0005054	n0			CBRI.L5515_001305			CNIO.Cni-tfbm-1							
N11.HOG0010554	OG0005055	n0			CBRI.L5515_000701			CNIO.Cni-calu-2							
N11.HOG0010555	OG0005056	n0			CBRI.L5515_017777			CNIO.Cni-calu-1							
N11.HOG0010556	OG0005057	n0			CBRI.L5515_000743			CNIO.Cni-eif-3.H							
N11.HOG0010557	OG0005058	n0			CBRI.L5515_002795			CNIO.Cni-exoc-8							
N11.HOG0010558	OG0005059	n0			CBRI.L5515_000664			CNIO.Cni-ZK265.7, CNIO.Cnig_chr_I.g1098							
N11.HOG0010559	OG0005060	n0			CBRI.L5515_000665			CNIO.Cni-cutl-8							
N11.HOG0010560	OG0005061	n0			CBRI.L5515_011923			CNIO.Cni-daf-1							
N11.HOG0010561	OG0005062	n0			CBRI.L5515_014548			CNIO.Cni-sma-6							
N11.HOG0010562	OG0005063	n0			CBRI.L5515_012668			CNIO.Cni-npp-20							
N11.HOG0010563	OG0005064	n0			CBRI.L5515_011104			CNIO.Cni-prkl-1							
N11.HOG0010564	OG0005065	n0			CBRI.L5515_000193, CBRI.L5515_015640			CNIO.Cnig_chr_I.g421							
N11.HOG0010565	OG0005066	n0			CBRI.L5515_016240			CNIO.Cni-F38E9.1							
N11.HOG0010566	OG0005067	n0			CBRI.L5515_012831			CNIO.Cni-rpi-2							
N11.HOG0010567	OG0005068	n0			CBRI.L5515_011533			CNIO.Cni-F35G2.1							
N11.HOG0010568	OG0005069	n0			CBRI.L5515_016828			CNIO.Cni-T10H10.2							
N11.HOG0010569	OG0005070	n0			CBRI.L5515_008062			CNIO.Cni-Y32F6B.1							
N11.HOG0010570	OG0005071	n0			CBRI.L5515_018543			CNIO.Cnig_chr_X.g25143							
N11.HOG0010571	OG0005072	n0			CBRI.L5515_018603			CNIO.Cni-ttx-3							
N11.HOG0010572	OG0005073	n0			CBRI.L5515_017580			CNIO.Cni-lim-4							
N11.HOG0010573	OG0005074	n0			CBRI.L5515_016192			CNIO.Cnig_chr_X.g22332, CNIO.Cnig_chr_X.g22333							
N11.HOG0010574	OG0005075	n0			CBRI.L5515_017993			CNIO.Cni-mtp-18							
N11.HOG0010575	OG0005076	n0			CBRI.L5515_016406			CNIO.Cni-tmc-2, CNIO.Cnig_chr_X.g22182							
N11.HOG0010576	OG0005077	n0			CBRI.L5515_016171			CNIO.Cnig_chr_X.g22183							
N11.HOG0010577	OG0005078	n8						CNIO.Cnig_chr_IV.g16019							
N11.HOG0010578	OG0005078	n9						CNIO.Cnig_chr_IV.g16021							
N11.HOG0010579	OG0005079	n0			CBRI.L5515_018392			CNIO.Cni-vem-1							
N11.HOG0010580	OG0005080	n0			CBRI.L5515_005771			CNIO.Cni-algn-13							
N11.HOG0010581	OG0005081	n0			CBRI.L5515_005794			CNIO.Cni-lmtr-2							
N11.HOG0010582	OG0005082	n0			CBRI.L5515_005795			CNIO.Cni-rpb-9							
N11.HOG0010583	OG0005083	n0			CBRI.L5515_009657			CNIO.nigoni.pc_2016.07.11_007.g27135							
N11.HOG0010584	OG0005084	n0			CBRI.L5515_009630			CNIO.Cni-F53H2.3							
N11.HOG0010585	OG0005085	n0			CBRI.L5515_008763										
N11.HOG0010586	OG0005086	n0			CBRI.L5515_008762			CNIO.Cnig_chr_V.g20306							
N11.HOG0010587	OG0005087	n0			CBRI.L5515_003754, CBRI.L5515_003757			CNIO.Cni-mrpl-22							
N11.HOG0010588	OG0005088	n0			CBRI.L5515_003752			CNIO.Cni-rabx-5							
N11.HOG0010589	OG0005089	n0			CBRI.L5515_005407			CNIO.Cni-hap-1							
N11.HOG0010590	OG0005090	n0			CBRI.L5515_005404			CNIO.Cni-gop-3							
N11.HOG0010591	OG0005091	n0			CBRI.L5515_003996			CNIO.Cni-Y56A3A.28							
N11.HOG0010592	OG0005092	n0			CBRI.L5515_002712			CNIO.Cni-let-49							
N11.HOG0010593	OG0005093	n0			CBRI.L5515_013862			CNIO.Cni-prx-13							
N11.HOG0010594	OG0005094	n0			CBRI.L5515_000534			CNIO.Cni-sulp-6							
N11.HOG0010595	OG0005095	n0			CBRI.L5515_014032			CNIO.Cni-F44G4.1							
N11.HOG0010596	OG0005096	n0			CBRI.L5515_014755			CNIO.Cni-EEED8.10							
N11.HOG0010597	OG0005097	n0			CBRI.L5515_014053			CNIO.Cni-lat-1							
N11.HOG0010598	OG0005098	n0			CBRI.L5515_015936			CNIO.Cni-W07E6.2							
N11.HOG0010599	OG0005099	n0			CBRI.L5515_015076			CNIO.Cni-ash-2							
N11.HOG0010600	OG0005100	n0			CBRI.L5515_013132			CNIO.Cni-eat-3							
N11.HOG0010601	OG0005101	n0			CBRI.L5515_014081			CNIO.Cnig_chr_II.g5585							
N11.HOG0010602	OG0005102	n0						CNIO.Cnig_chr_II.g8305							
N11.HOG0010603	OG0005103	n0			CBRI.L5515_016018			CNIO.Cni-etr-1							
N11.HOG0010604	OG0005104	n0			CBRI.L5515_014453			CNIO.Cni-vab-23							
N11.HOG0010605	OG0005105	n0			CBRI.L5515_000445			CNIO.Cni-gcy-28							
N11.HOG0010606	OG0005106	n0			CBRI.L5515_001712			CNIO.Cni-C30H7.2							
N11.HOG0010607	OG0005107	n0			CBRI.L5515_016798			CNIO.Cni-R04B3.2							
N11.HOG0010608	OG0005108	n0			CBRI.L5515_005670			CNIO.Cni-C50B8.6							
N11.HOG0010609	OG0005109	n0			CBRI.L5515_011808			CNIO.Cni-Y62E10A.6							
N11.HOG0010610	OG0005110	n0			CBRI.L5515_002801			CNIO.Cni-ero-1							
N11.HOG0010611	OG0005111	n0			CBRI.L5515_001769			CNIO.Cni-sec-12							
N11.HOG0010612	OG0005112	n0			CBRI.L5515_000065			CNIO.Cni-T23G11.4							
N11.HOG0010613	OG0005113	n0			CBRI.L5515_002390			CNIO.Cni-Y52B11A.10							
N11.HOG0010614	OG0005114	n0			CBRI.L5515_010847			CNIO.Cni-mgl-3							
N11.HOG0010615	OG0005115	n0			CBRI.L5515_016793			CNIO.Cni-hid-1							
N11.HOG0010616	OG0005116	n0			CBRI.L5515_005030			CNIO.Cni-tag-262							
N11.HOG0010617	OG0005117	n0			CBRI.L5515_011010			CNIO.Cni-paqr-1							
N11.HOG0010618	OG0005118	n0			CBRI.L5515_010348			CNIO.Cni-Y67A10A.9							
N11.HOG0010619	OG0005119	n0			CBRI.L5515_010151			CNIO.Cni-map-2							
N11.HOG0010620	OG0005120	n0			CBRI.L5515_012594			CNIO.Cni-lem-4							
N11.HOG0010621	OG0005121	n0			CBRI.L5515_000590			CNIO.Cni-Y71F9AL.1							
N11.HOG0010622	OG0005122	n0						CNIO.Cni-Y39B6A.36							
N11.HOG0010623	OG0005123	n0			CBRI.L5515_017593			CNIO.Cni-lin-18							
N11.HOG0010624	OG0005124	n0						CNIO.Cni-F01F1.2							
N11.HOG0010625	OG0005125	n0			CBRI.L5515_004945			CNIO.Cni-R08D7.1							
N11.HOG0010626	OG0005126	n0			CBRI.L5515_002889			CNIO.Cni-moma-1							
N11.HOG0010627	OG0005127	n0			CBRI.L5515_009522			CNIO.Cni-pptr-1							
N11.HOG0010628	OG0005128	n0			CBRI.L5515_009653			CNIO.Cni-gly-4							
N11.HOG0010629	OG0005129	n0			CBRI.L5515_005938			CNIO.Cni-T23B12.6							
N11.HOG0010630	OG0005130	n0			CBRI.L5515_004843			CNIO.Cnig_chr_III.g10919							
N11.HOG0010631	OG0005131	n0			CBRI.L5515_003716			CNIO.Cni-chl-1							
N11.HOG0010632	OG0005132	n0			CBRI.L5515_004479			CNIO.Cni-alkb-8							
N11.HOG0010633	OG0005133	n0			CBRI.L5515_004064			CNIO.Cni-glr-1							
N11.HOG0010634	OG0005134	n0			CBRI.L5515_003734			CNIO.Cni-F43D9.1							
N11.HOG0010635	OG0005135	n0			CBRI.L5515_004000			CNIO.Cni-wah-1							
N11.HOG0010636	OG0005136	n0			CBRI.L5515_004386			CNIO.Cni-dpy-31							
N11.HOG0010637	OG0005137	n0			CBRI.L5515_005363			CNIO.Cni-lis-1							
N11.HOG0010638	OG0005138	n0			CBRI.L5515_004708			CNIO.Cni-vps-53							
N11.HOG0010639	OG0005139	n0			CBRI.L5515_004521			CNIO.Cni-rsu-1							
N11.HOG0010640	OG0005140	n0			CBRI.L5515_003469			CNIO.Cni-C05D11.1							
N11.HOG0010641	OG0005141	n0			CBRI.L5515_005620			CNIO.Cni-kap-1							
N11.HOG0010642	OG0005142	n0			CBRI.L5515_005623			CNIO.Cni-lnkn-1							
N11.HOG0010643	OG0005143	n0			CBRI.L5515_005299			CNIO.Cni-tag-307							
N11.HOG0010644	OG0005144	n0			CBRI.L5515_005524			CNIO.Cni-F44B9.2							
N11.HOG0010645	OG0005145	n0			CBRI.L5515_014285			CNIO.Cni-C47G2.4, CNIO.Cnig_chr_II.g4722							
N11.HOG0010646	OG0005146	n0			CBRI.L5515_013105			CNIO.Cni-F42A8.3							
N11.HOG0010647	OG0005147	n5			CBRI.L5515_014006			CNIO.Cnig_chr_II.g5489							
N11.HOG0010648	OG0005147	n9						CNIO.Cnig_chr_II.g5487							
N11.HOG0010649	OG0005148	n0			CBRI.L5515_013141			CNIO.Cni-nrde-2							
N11.HOG0010650	OG0005149	n0			CBRI.L5515_002289			CNIO.Cni-C15C6.4							
N11.HOG0010651	OG0005150	n0			CBRI.L5515_001439			CNIO.Cni-cdc-6							
N11.HOG0010652	OG0005151	n0			CBRI.L5515_004334			CNIO.Cni-F10E9.11							
N11.HOG0010653	OG0005152	n0			CBRI.L5515_001704			CNIO.Cni-ppk-1							
N11.HOG0010654	OG0005153	n0			CBRI.L5515_017198			CNIO.Cni-C14H10.2							
N11.HOG0010655	OG0005154	n0			CBRI.L5515_018847			CNIO.Cnig_chr_X.g25528, CNIO.Cnig_chr_X.g25529							
N11.HOG0010656	OG0005155	n0			CBRI.L5515_016141			CNIO.Cni-ncs-1							
N11.HOG0010657	OG0005156	n0			CBRI.L5515_004299			CNIO.Cnig_chr_III.g10232							
N11.HOG0010658	OG0005157	n0			CBRI.L5515_004157			CNIO.Cni-clp-2							
N11.HOG0010659	OG0005158	n0			CBRI.L5515_003105			CNIO.Cni-Y50D7A.8							
N11.HOG0010660	OG0005159	n0			CBRI.L5515_003579			CNIO.Cni-hpo-28							
N11.HOG0010661	OG0005160	n0			CBRI.L5515_003113			CNIO.Cni-klp-20							
N11.HOG0010662	OG0005161	n0			CBRI.L5515_004176			CNIO.Cni-B0393.5							
N11.HOG0010663	OG0005162	n6			CBRI.L5515_013945			CNIO.Cni-ZK1290.10							
N11.HOG0010664	OG0005162	n9			CBRI.L5515_014697										
N11.HOG0010665	OG0005163	n0			CBRI.L5515_014996			CNIO.Cni-Y48E1C.1, CNIO.Cnig_chr_II.g6694							
N11.HOG0010666	OG0005164	n0			CBRI.L5515_002433			CNIO.Cni-kal-1							
N11.HOG0010667	OG0005165	n0			CBRI.L5515_004851			CNIO.Cni-nhl-1							
N11.HOG0010668	OG0005166	n0			CBRI.L5515_002845			CNIO.Cni-K11D2.4							
N11.HOG0010669	OG0005167	n0			CBRI.L5515_004162			CNIO.Cni-him-18							
N11.HOG0010670	OG0005168	n0			CBRI.L5515_011682			CNIO.Cni-F25H8.1							
N11.HOG0010671	OG0005169	n0			CBRI.L5515_012208			CNIO.Cni-sir-2.1							
N11.HOG0010672	OG0005170	n0			CBRI.L5515_018044			CNIO.Cni-T22E5.6							
N11.HOG0010673	OG0005171	n0			CBRI.L5515_004684			CNIO.Cni-lin-52							
N11.HOG0010674	OG0005172	n0			CBRI.L5515_010915			CNIO.Cni-glf-1							
N11.HOG0010675	OG0005173	n0			CBRI.L5515_010828			CNIO.Cni-F41H10.5							
N11.HOG0010676	OG0005174	n0			CBRI.L5515_003425										
N11.HOG0010677	OG0005175	n0			CBRI.L5515_005781			CNIO.Cni-aip-1							
N11.HOG0010678	OG0005176	n0			CBRI.L5515_014418			CNIO.Cni-rict-1, CNIO.Cnig_chr_II.g5992							
N11.HOG0010679	OG0005177	n0			CBRI.L5515_000562			CNIO.Cni-dnj-30							
N11.HOG0010680	OG0005178	n8			CBRI.L5515_004541			CNIO.Cni-T20G5.14							
N11.HOG0010681	OG0005179	n0			CBRI.L5515_002311			CNIO.Cni-M01E5.4, CNIO.nigoni.pc_2016.07.11_008.g27200							
N11.HOG0010682	OG0005180	n0			CBRI.L5515_003427			CNIO.Cni-stt-3							
N11.HOG0010683	OG0005181	n0			CBRI.L5515_003139			CNIO.Cni-Y37D8A.3							
N11.HOG0010684	OG0005182	n0			CBRI.L5515_005102			CNIO.Cni-ZK1058.5							
N11.HOG0010685	OG0005183	n0			CBRI.L5515_000719			CNIO.Cni-B0207.7							
N11.HOG0010686	OG0005184	n0			CBRI.L5515_003687			CNIO.Cni-cor-1							
N11.HOG0010687	OG0005185	n0			CBRI.L5515_002714			CNIO.Cni-smp-1							
N11.HOG0010688	OG0005186	n0			CBRI.L5515_002643			CNIO.Cni-gsk-3							
N11.HOG0010689	OG0005187	n0			CBRI.L5515_017010			CNIO.Cni-W04G3.5							
N11.HOG0010690	OG0005188	n0			CBRI.L5515_001866			CNIO.Cni-dbr-1							
N11.HOG0010691	OG0005189	n0			CBRI.L5515_014505			CNIO.Cni-lron-15							
N11.HOG0010692	OG0005190	n0			CBRI.L5515_014987			CNIO.Cni-F45H10.3							
N11.HOG0010693	OG0005191	n0			CBRI.L5515_015928			CNIO.Cni-mlt-8							
N11.HOG0010694	OG0005192	n0			CBRI.L5515_015113			CNIO.Cni-Y53F4B.3							
N11.HOG0010695	OG0005193	n0			CBRI.L5515_013438			CNIO.Cni-F14E5.2							
N11.HOG0010696	OG0005194	n0			CBRI.L5515_003346			CNIO.Cni-heh-1							
N11.HOG0010697	OG0005195	n0			CBRI.L5515_014212			CNIO.Cnig_chr_II.g5749, CNIO.Cnig_chr_II.g5754							
N11.HOG0010698	OG0005196	n0			CBRI.L5515_013095			CNIO.Cni-mtrr-1							
N11.HOG0010699	OG0005197	n0			CBRI.L5515_012052			CNIO.Cni-arp-11							
N11.HOG0010700	OG0005198	n0			CBRI.L5515_015787			CNIO.Cni-Y39F10B.1							
N11.HOG0010701	OG0005199	n0			CBRI.L5515_001578			CNIO.Cni-eif-3.E							
N11.HOG0010702	OG0005200	n0			CBRI.L5515_013004			CNIO.Cni-unc-4							
N11.HOG0010703	OG0005201	n0			CBRI.L5515_015059			CNIO.Cni-Y17G7B.17							
N11.HOG0010704	OG0005202	n0			CBRI.L5515_014275			CNIO.Cni-cox-15							
N11.HOG0010705	OG0005203	n0			CBRI.L5515_012317			CNIO.Cni-F56B3.2							
N11.HOG0010706	OG0005204	n0			CBRI.L5515_014774			CNIO.Cni-gcy-12							
N11.HOG0010707	OG0005205	n0			CBRI.L5515_013395			CNIO.Cni-sfxn-5							
N11.HOG0010708	OG0005206	n0			CBRI.L5515_013228			CNIO.Cni-C01F1.6							
N11.HOG0010709	OG0005207	n0			CBRI.L5515_012997			CNIO.Cni-egl-43							
N11.HOG0010710	OG0005208	n0			CBRI.L5515_013397			CNIO.Cni-ltd-1							
N11.HOG0010711	OG0005209	n0			CBRI.L5515_000547			CNIO.Cni-cars-1							
N11.HOG0010712	OG0005210	n0			CBRI.L5515_011784			CNIO.Cni-lin-54							
N11.HOG0010713	OG0005211	n0			CBRI.L5515_017129			CNIO.Cni-mboa-7							
N11.HOG0010714	OG0005212	n0			CBRI.L5515_004502			CNIO.Cni-unc-93							
N11.HOG0010715	OG0005213	n0			CBRI.L5515_014579			CNIO.Cni-C30B5.2							
N11.HOG0010716	OG0005214	n0			CBRI.L5515_014698			CNIO.Cni-C17G10.1							
N11.HOG0010717	OG0005215	n0			CBRI.L5515_013787			CNIO.Cni-flcn-1, CNIO.Cnig_chr_II.g5229							
N11.HOG0010718	OG0005216	n0			CBRI.L5515_015937			CNIO.Cni-prp-21							
N11.HOG0010719	OG0005217	n0			CBRI.L5515_013805			CNIO.Cni-ZK1127.5							
N11.HOG0010720	OG0005218	n0			CBRI.L5515_014567			CNIO.Cni-phb-2							
N11.HOG0010721	OG0005219	n0			CBRI.L5515_013563			CNIO.Cnig_chr_II.g4907, CNIO.Cnig_chr_II.g4910, CNIO.Cnig_chr_II.g4911							
N11.HOG0010722	OG0005220	n0			CBRI.L5515_013950			CNIO.Cni-wrt-10							
N11.HOG0010723	OG0005221	n0			CBRI.L5515_015264			CNIO.Cni-T05A8.5							
N11.HOG0010724	OG0005222	n0			CBRI.L5515_016021			CNIO.Cni-T01D1.8							
N11.HOG0010725	OG0005223	n0			CBRI.L5515_013838			CNIO.Cni-pdl-1							
N11.HOG0010726	OG0005224	n0			CBRI.L5515_013725			CNIO.Cni-T14B4.8							
N11.HOG0010727	OG0005225	n0			CBRI.L5515_014117			CNIO.Cni-patr-1							
N11.HOG0010728	OG0005226	n0			CBRI.L5515_002827			CNIO.Cni-bbs-1							
