HOG	OG	Gene Tree Parent Clade	BLOB	DELA	EAND	HMAN	MVUL	NNAJ	PCOS	SCAV
N4.HOG0004601	OG0004605	n0				HMAN.evm.TU.Chr4.1113			PCOS.g4829	SCAV.g12234
N4.HOG0004602	OG0004606	n0				HMAN.evm.TU.Chr7.440			PCOS.g9204	SCAV.g527
N4.HOG0004603	OG0004607	n0				HMAN.evm.TU.Chr4.817			PCOS.g5339	SCAV.g12581
N4.HOG0004604	OG0004608	n0				HMAN.evm.TU.Chr12.851, HMAN.evm.TU.Chr12.852			PCOS.g9361	SCAV.g209
N4.HOG0004605	OG0004609	n0				HMAN.evm.TU.Chr7.540			PCOS.g9416	SCAV.g440
N4.HOG0004606	OG0004610	n0				HMAN.evm.TU.Chr4.567			PCOS.g5277	SCAV.g11865
N4.HOG0004607	OG0004611	n0				HMAN.evm.TU.Chr4.1193, HMAN.evm.TU.Chr4.1194			PCOS.g4736	SCAV.g12729
N4.HOG0004608	OG0004612	n0				HMAN.evm.TU.Chr4.1083			PCOS.g4869	SCAV.g12267
N4.HOG0004609	OG0004613	n0				HMAN.evm.TU.Chr4.1589			PCOS.g4522, PCOS.g4523	
N4.HOG0004610	OG0004614	n0				HMAN.evm.TU.Chr2.1098, HMAN.evm.TU.Chr2.1100, HMAN.evm.TU.Chr4.1107			PCOS.g4805	SCAV.g12240
N4.HOG0004611	OG0004615	n0				HMAN.evm.TU.Chr4.1254			PCOS.g4683	SCAV.g12162
N4.HOG0004612	OG0004616	n0				HMAN.evm.TU.Chr4.118, HMAN.evm.TU.Chr4.1399			PCOS.g5267	SCAV.g12788, SCAV.g13169
N4.HOG0004613	OG0004617	n0				HMAN.evm.TU.Chr12.627, HMAN.evm.TU.Chr12.628				SCAV.g355
N4.HOG0004614	OG0004618	n0				HMAN.evm.TU.Chr7.611			PCOS.g9711	SCAV.g428
N4.HOG0004615	OG0004619	n0				HMAN.evm.TU.Chr10.389, HMAN.evm.TU.Chr4.1635			PCOS.g4569	SCAV.g156, SCAV.g9628
N4.HOG0004616	OG0004620	n0				HMAN.evm.TU.Chr4.1294			PCOS.g4754	SCAV.g12659
N4.HOG0004617	OG0004621	n0				HMAN.evm.TU.Chr4.614			PCOS.g5149	SCAV.g11910, SCAV.g13947, SCAV.g14584
N4.HOG0004618	OG0004622	n0				HMAN.evm.TU.Chr4.1648, HMAN.evm.TU.Chr4.1649			PCOS.g1962	SCAV.g13362, SCAV.g13363
N4.HOG0004619	OG0004623	n0				HMAN.evm.TU.Chr4.1019			PCOS.g4919	SCAV.g12324
N4.HOG0004620	OG0004624	n0				HMAN.evm.TU.Chr4.843			PCOS.g4751, PCOS.g4752, PCOS.g5394	SCAV.g12543
N4.HOG0004621	OG0004625	n0				HMAN.evm.TU.Chr4.609, HMAN.evm.TU.Chr4.791			PCOS.g5418	SCAV.g11789, SCAV.g11898
N4.HOG0004622	OG0004626	n0				HMAN.evm.TU.Chr4.894			PCOS.g5145	SCAV.g12487, SCAV.g12488
N4.HOG0004623	OG0004627	n0				HMAN.evm.TU.Chr8.432			PCOS.g2425	SCAV.g2186
N4.HOG0004624	OG0004628	n0				HMAN.evm.TU.Chr8.423			PCOS.g2603	SCAV.g2180
N4.HOG0004625	OG0004629	n0				HMAN.evm.TU.Chr8.509			PCOS.g2508, PCOS.g2509	SCAV.g2101
N4.HOG0004626	OG0004630	n0				HMAN.evm.TU.Chr8.812			PCOS.g3342	SCAV.g1564
N4.HOG0004627	OG0004631	n0				HMAN.evm.TU.Chr8.824			PCOS.g2995	SCAV.g1573
N4.HOG0004628	OG0004632	n0				HMAN.evm.TU.Chr8.364			PCOS.g2823	SCAV.g2252
N4.HOG0004629	OG0004633	n0								SCAV.g1690
N4.HOG0004630	OG0004634	n0				HMAN.evm.TU.Chr8.83, HMAN.evm.TU.Chr8.84			PCOS.g2492	SCAV.g1286
N4.HOG0004631	OG0004635	n0				HMAN.evm.TU.Chr8.588			PCOS.g3186	SCAV.g2016
N4.HOG0004632	OG0004636	n0				HMAN.evm.TU.Chr8.626			PCOS.g3333	SCAV.g1984
N4.HOG0004633	OG0004637	n0				HMAN.evm.TU.Chr8.881			PCOS.g3138	SCAV.g1631
N4.HOG0004634	OG0004638	n0				HMAN.evm.TU.Chr8.662			PCOS.g3001	SCAV.g1933
N4.HOG0004635	OG0004639	n0				HMAN.evm.TU.Chr8.177			PCOS.g2650	SCAV.g1135
N4.HOG0004636	OG0004640	n0				HMAN.evm.TU.Chr10.451, HMAN.evm.TU.Chr6.949			PCOS.g3176	SCAV.g15368, SCAV.g975
N4.HOG0004637	OG0004641	n0				HMAN.evm.TU.Chr4.456			PCOS.g12673	SCAV.g13100, SCAV.g4515, SCAV.g4516
N4.HOG0004638	OG0004642	n0				HMAN.evm.TU.Chr8.480			PCOS.g2466	SCAV.g2127
N4.HOG0004639	OG0004643	n0				HMAN.evm.TU.Chr8.940			PCOS.g3071	SCAV.g1824
N4.HOG0004640	OG0004644	n0				HMAN.evm.TU.Chr8.17			PCOS.g2896	SCAV.g1303
N4.HOG0004641	OG0004645	n0				HMAN.evm.TU.Chr8.607			PCOS.g3215	SCAV.g2004
N4.HOG0004642	OG0004646	n0				HMAN.evm.TU.Chr8.861, HMAN.evm.TU.Chr8.948			PCOS.g3034	SCAV.g1611, SCAV.g1831
N4.HOG0004643	OG0004647	n0							PCOS.g2503	SCAV.g2096
N4.HOG0004644	OG0004648	n0				HMAN.evm.TU.Chr1.918, HMAN.evm.TU.Chr8.233			PCOS.g2545	SCAV.g2379, SCAV.g2612
N4.HOG0004645	OG0004649	n0				HMAN.evm.TU.Chr8.925			PCOS.g3085	SCAV.g1808
N4.HOG0004646	OG0004650	n0				HMAN.evm.TU.Chr8.276			PCOS.g2688	SCAV.g2339
N4.HOG0004647	OG0004651	n0				HMAN.evm.TU.Chr8.119			PCOS.g2429	SCAV.g1203
N4.HOG0004648	OG0004652	n0				HMAN.evm.TU.Chr8.837			PCOS.g3237	SCAV.g1586
N4.HOG0004649	OG0004653	n0				HMAN.evm.TU.Chr8.933			PCOS.g3078	
N4.HOG0004650	OG0004654	n0				HMAN.evm.TU.Chr8.318			PCOS.g2719	SCAV.g2301, SCAV.g2302
N4.HOG0004651	OG0004655	n0				HMAN.evm.TU.Chr3.213			PCOS.g6062	SCAV.g3034
N4.HOG0004652	OG0004656	n0				HMAN.evm.TU.Chr3.209			PCOS.g6066	SCAV.g3037
N4.HOG0004653	OG0004657	n0				HMAN.evm.TU.Chr3.141			PCOS.g6108	SCAV.g3098, SCAV.g3100
N4.HOG0004654	OG0004658	n0				HMAN.evm.TU.Chr3.54				SCAV.g2681
N4.HOG0004655	OG0004659	n0				HMAN.evm.TU.Chr3.324			PCOS.g5484	SCAV.g2944, SCAV.g2945
N4.HOG0004656	OG0004660	n0				HMAN.evm.TU.Chr3.407, HMAN.evm.TU.Chr3.408				SCAV.g2826, SCAV.g2828, SCAV.g2831
N4.HOG0004657	OG0004661	n0				HMAN.evm.TU.Chr3.568			PCOS.g5929	SCAV.g2766
N4.HOG0004658	OG0004662	n0				HMAN.evm.TU.Chr3.747, HMAN.evm.TU.Chr3.749			PCOS.g5817	SCAV.g3288
N4.HOG0004659	OG0004663	n0				HMAN.evm.TU.Chr5.376, HMAN.evm.TU.Chr7.627			PCOS.g12126	SCAV.g10094, SCAV.g14581
N4.HOG0004660	OG0004664	n0				HMAN.evm.TU.Chr3.312			PCOS.g5642	SCAV.g2955
N4.HOG0004661	OG0004665	n0				HMAN.evm.TU.Chr3.278			PCOS.g5750	SCAV.g2990
N4.HOG0004662	OG0004666	n0							PCOS.g6120	
N4.HOG0004663	OG0004667	n0				HMAN.evm.TU.Chr3.235, HMAN.evm.TU.Chr3.712			PCOS.g6009	SCAV.g3251
N4.HOG0004664	OG0004668	n0				HMAN.evm.TU.Chr3.171, HMAN.evm.TU.Unplaced1.12			PCOS.g5669	SCAV.g3081
N4.HOG0004665	OG0004669	n0				HMAN.evm.TU.Chr3.535, HMAN.evm.TU.Chr3.536			PCOS.g5445	SCAV.g2734
N4.HOG0004666	OG0004670	n0				HMAN.evm.TU.Chr7.739, HMAN.evm.TU.Chr7.740			PCOS.g11944	SCAV.g10083, SCAV.g10084
N4.HOG0004667	OG0004671	n0				HMAN.evm.TU.Chr3.368, HMAN.evm.TU.Unplaced1.306			PCOS.g5468	SCAV.g2905
N4.HOG0004668	OG0004672	n0				HMAN.evm.TU.Chr3.1340			PCOS.g5602	SCAV.g1682, SCAV.g4683
N4.HOG0004669	OG0004673	n0				HMAN.evm.TU.Chr3.1193			PCOS.g5586	SCAV.g4169, SCAV.g4189
N4.HOG0004670	OG0004674	n0				HMAN.evm.TU.Chr11.119, HMAN.evm.TU.Chr11.170			PCOS.g4142	SCAV.g5069
N4.HOG0004671	OG0004675	n0				HMAN.evm.TU.Chr3.1574				SCAV.g4859
N4.HOG0004672	OG0004676	n0				HMAN.evm.TU.Chr3.244, HMAN.evm.TU.Chr3.270			PCOS.g5879	SCAV.g2997
N4.HOG0004673	OG0004677	n0				HMAN.evm.TU.Chr3.1496			PCOS.g6199	SCAV.g4798
N4.HOG0004674	OG0004678	n0				HMAN.evm.TU.Chr3.455			PCOS.g5720	SCAV.g2860
N4.HOG0004675	OG0004679	n0				HMAN.evm.TU.Chr3.474			PCOS.g5913	SCAV.g2877
N4.HOG0004676	OG0004680	n0				HMAN.evm.TU.Chr3.194			PCOS.g5791	SCAV.g3050
N4.HOG0004677	OG0004681	n0				HMAN.evm.TU.Chr3.471			PCOS.g5916	SCAV.g2874
N4.HOG0004678	OG0004682	n0				HMAN.evm.TU.Chr3.468			PCOS.g5919	SCAV.g2871
N4.HOG0004679	OG0004683	n0				HMAN.evm.TU.Chr3.464			PCOS.g5922	SCAV.g2869
N4.HOG0004680	OG0004684	n0							PCOS.g5768	SCAV.g3190
N4.HOG0004681	OG0004685	n0				HMAN.evm.TU.Chr3.484			PCOS.g1190, PCOS.g5479, PCOS.g8104	SCAV.g2812
N4.HOG0004682	OG0004686	n0				HMAN.evm.TU.Chr3.716			PCOS.g6005	SCAV.g3254
N4.HOG0004683	OG0004687	n0				HMAN.evm.TU.Chr3.743, HMAN.evm.TU.Chr3.744			PCOS.g5540	SCAV.g3284
N4.HOG0004684	OG0004688	n0				HMAN.evm.TU.Chr2.56			PCOS.g11669	SCAV.g3538
N4.HOG0004685	OG0004689	n0				HMAN.evm.TU.Chr2.1217, HMAN.evm.TU.Chr2.1218			PCOS.g11619	SCAV.g4008
N4.HOG0004686	OG0004690	n0				HMAN.evm.TU.Chr2.1052			PCOS.g11247	SCAV.g3795
N4.HOG0004687	OG0004691	n0				HMAN.evm.TU.Chr2.88			PCOS.g11670	SCAV.g3561
N4.HOG0004688	OG0004692	n0				HMAN.evm.TU.Chr2.1419			PCOS.g11522	SCAV.g4522
N4.HOG0004689	OG0004693	n0				HMAN.evm.TU.Chr7.367			PCOS.g9171	SCAV.g596
N4.HOG0004690	OG0004694	n0				HMAN.evm.TU.Chr12.1028			PCOS.g9290	SCAV.g16, SCAV.g40
N4.HOG0004691	OG0004695	n0				HMAN.evm.TU.Chr7.355			PCOS.g9289	SCAV.g608
N4.HOG0004692	OG0004696	n0				HMAN.evm.TU.Chr2.1200, HMAN.evm.TU.Chr6.982			PCOS.g11364	SCAV.g12893, SCAV.g4037
N4.HOG0004693	OG0004697	n0				HMAN.evm.TU.Chr2.1521			PCOS.g11614	SCAV.g4111
N4.HOG0004694	OG0004698	n0				HMAN.evm.TU.Chr2.1141			PCOS.g11262	SCAV.g2468, SCAV.g3704, SCAV.g4595
N4.HOG0004695	OG0004699	n0				HMAN.evm.TU.Chr2.1543			PCOS.g11316	SCAV.g4076
N4.HOG0004696	OG0004700	n0				HMAN.evm.TU.Chr7.462			PCOS.g9281	SCAV.g500
N4.HOG0004697	OG0004701	n0				HMAN.evm.TU.Chr2.1399			PCOS.g11344	SCAV.g4485
N4.HOG0004698	OG0004702	n0				HMAN.evm.TU.Chr2.1605			PCOS.g11510	SCAV.g3803
N4.HOG0004699	OG0004703	n0				HMAN.evm.TU.Chr6.1148			PCOS.g1414	SCAV.g15664, SCAV.g15699, SCAV.g15709
N4.HOG0004700	OG0004704	n0				HMAN.evm.TU.Chr5.1021, HMAN.evm.TU.Chr5.1030			PCOS.g1856	SCAV.g13659
N4.HOG0004701	OG0004705	n0				HMAN.evm.TU.Chr6.125			PCOS.g1074	SCAV.g15304
N4.HOG0004702	OG0004706	n0				HMAN.evm.TU.Chr5.783			PCOS.g2035	SCAV.g14001
N4.HOG0004703	OG0004707	n0							PCOS.g2245	SCAV.g14422
N4.HOG0004704	OG0004708	n0				HMAN.evm.TU.Chr5.248			PCOS.g10428	SCAV.g14402, SCAV.g14447
N4.HOG0004705	OG0004709	n0				HMAN.evm.TU.Chr5.329			PCOS.g2301	SCAV.g14534
N4.HOG0004706	OG0004710	n0				HMAN.evm.TU.Chr9.723, HMAN.evm.TU.Chr9.725			PCOS.g2320	SCAV.g6157, SCAV.g6158
N4.HOG0004707	OG0004711	n0				HMAN.evm.TU.Chr5.897			PCOS.g1575	SCAV.g13874
N4.HOG0004708	OG0004712	n0				HMAN.evm.TU.Chr5.555			PCOS.g1346	SCAV.g13542, SCAV.g14157
N4.HOG0004709	OG0004713	n0				HMAN.evm.TU.Chr5.544			PCOS.g2009	SCAV.g14177
N4.HOG0004710	OG0004714	n0				HMAN.evm.TU.Chr5.556			PCOS.g1345	SCAV.g14156
N4.HOG0004711	OG0004715	n6							PCOS.g1424	SCAV.g14062
N4.HOG0004712	OG0004715	n8							PCOS.g1516	SCAV.g14064
N4.HOG0004713	OG0004716	n0				HMAN.evm.TU.Chr5.143, HMAN.evm.TU.Chr5.196, HMAN.evm.TU.Chr5.199			PCOS.g1722	SCAV.g14380
N4.HOG0004714	OG0004717	n0				HMAN.evm.TU.Chr5.225			PCOS.g2191	SCAV.g14419
N4.HOG0004715	OG0004718	n0				HMAN.evm.TU.Chr5.1155			PCOS.g1925	SCAV.g13648
N4.HOG0004716	OG0004719	n0				HMAN.evm.TU.Chr5.762, HMAN.evm.TU.Chr5.869				SCAV.g13904
N4.HOG0004717	OG0004720	n0				HMAN.evm.TU.Chr5.871			PCOS.g1542	SCAV.g13902
N4.HOG0004718	OG0004721	n0				HMAN.evm.TU.Chr5.1166			PCOS.g1164	SCAV.g13635
N4.HOG0004719	OG0004722	n0				HMAN.evm.TU.Chr5.1153, HMAN.evm.TU.Unplaced134.1			PCOS.g1696	SCAV.g13646
N4.HOG0004720	OG0004723	n0				HMAN.evm.TU.Chr5.744			PCOS.g1404	SCAV.g14021
N4.HOG0004721	OG0004724	n0				HMAN.evm.TU.Chr3.892			PCOS.g12555	SCAV.g3435
N4.HOG0004722	OG0004725	n0				HMAN.evm.TU.Chr5.447			PCOS.g2289	SCAV.g14645
N4.HOG0004723	OG0004726	n0				HMAN.evm.TU.Chr5.1377			PCOS.g1300	SCAV.g13469
N4.HOG0004724	OG0004727	n0				HMAN.evm.TU.Chr5.606			PCOS.g2167	
N4.HOG0004725	OG0004728	n0				HMAN.evm.TU.Chr5.115			PCOS.g2030	SCAV.g2691, SCAV.g3583
N4.HOG0004726	OG0004729	n0				HMAN.evm.TU.Chr1.157			PCOS.g12969, PCOS.g7208	SCAV.g10285
N4.HOG0004727	OG0004730	n0				HMAN.evm.TU.Chr12.242			PCOS.g10561	SCAV.g7327
N4.HOG0004728	OG0004731	n0				HMAN.evm.TU.Chr9.986			PCOS.g2181	SCAV.g8479
N4.HOG0004729	OG0004732	n0				HMAN.evm.TU.Chr5.1453, HMAN.evm.TU.Chr5.1454			PCOS.g1454	SCAV.g13388
N4.HOG0004730	OG0004733	n0				HMAN.evm.TU.Chr5.1452			PCOS.g1453	SCAV.g13387, SCAV.g3963, SCAV.g3966
N4.HOG0004731	OG0004734	n0				HMAN.evm.TU.Chr5.841			PCOS.g1486	SCAV.g13939
N4.HOG0004732	OG0004735	n0								SCAV.g12022
N4.HOG0004733	OG0004736	n0				HMAN.evm.TU.Chr7.1104			PCOS.g12041	SCAV.g8941
N4.HOG0004734	OG0004737	n0				HMAN.evm.TU.Chr7.1103			PCOS.g12040	SCAV.g16038, SCAV.g186, SCAV.g8942
N4.HOG0004735	OG0004738	n0				HMAN.evm.TU.Chr5.132, HMAN.evm.TU.Chr7.808			PCOS.g11964	SCAV.g9957
N4.HOG0004736	OG0004739	n0				HMAN.evm.TU.Chr7.323			PCOS.g11777, PCOS.g11804	SCAV.g645
N4.HOG0004737	OG0004740	n0				HMAN.evm.TU.Chr7.264			PCOS.g11808	SCAV.g8755
N4.HOG0004738	OG0004741	n0				HMAN.evm.TU.Chr10.65			PCOS.g4903	SCAV.g8688
N4.HOG0004739	OG0004742	n0				HMAN.evm.TU.Chr7.952			PCOS.g12113	SCAV.g9879
N4.HOG0004740	OG0004743	n0				HMAN.evm.TU.Chr1.416			PCOS.g7440	SCAV.g10508
N4.HOG0004741	OG0004744	n0				HMAN.evm.TU.Chr1.753			PCOS.g7832	SCAV.g10933
N4.HOG0004742	OG0004745	n0				HMAN.evm.TU.Chr1.126			PCOS.g7445	SCAV.g10259
N4.HOG0004743	OG0004746	n0				HMAN.evm.TU.Chr1.640			PCOS.g7355	SCAV.g10656
N4.HOG0004744	OG0004747	n0				HMAN.evm.TU.Chr1.826			PCOS.g7847	SCAV.g11098
N4.HOG0004745	OG0004748	n0				HMAN.evm.TU.Chr1.712			PCOS.g7593	SCAV.g10805
N4.HOG0004746	OG0004749	n0				HMAN.evm.TU.Chr1.436			PCOS.g7350	SCAV.g10492
N4.HOG0004747	OG0004750	n0				HMAN.evm.TU.Chr1.266, HMAN.evm.TU.Chr9.891			PCOS.g7390	SCAV.g10376, SCAV.g7794
N4.HOG0004748	OG0004751	n0				HMAN.evm.TU.Chr1.690			PCOS.g7685	SCAV.g10782
N4.HOG0004749	OG0004752	n0				HMAN.evm.TU.Chr1.289			PCOS.g7375	SCAV.g10395, SCAV.g15631, SCAV.g15632
N4.HOG0004750	OG0004753	n0				HMAN.evm.TU.Chr1.854			PCOS.g7561	SCAV.g11068
N4.HOG0004751	OG0004754	n0				HMAN.evm.TU.Chr1.788			PCOS.g7738	SCAV.g10974, SCAV.g10976
N4.HOG0004752	OG0004755	n0				HMAN.evm.TU.Chr1.589			PCOS.g7812	SCAV.g10702
N4.HOG0004753	OG0004756	n0				HMAN.evm.TU.Chr1.472, HMAN.evm.TU.Chr1.575			PCOS.g6358	SCAV.g10589, SCAV.g10821
N4.HOG0004754	OG0004757	n0				HMAN.evm.TU.Chr1.577			PCOS.g7230	SCAV.g10718
N4.HOG0004755	OG0004758	n0				HMAN.evm.TU.Chr1.911			PCOS.g7638	SCAV.g11013
N4.HOG0004756	OG0004759	n0				HMAN.evm.TU.Chr6.998			PCOS.g133	SCAV.g15545
N4.HOG0004757	OG0004760	n0				HMAN.evm.TU.Chr6.732, HMAN.evm.TU.Chr6.733			PCOS.g413	SCAV.g14730
N4.HOG0004758	OG0004761	n0				HMAN.evm.TU.Chr6.435, HMAN.evm.TU.Chr6.436			PCOS.g905	SCAV.g15079
N4.HOG0004759	OG0004762	n0				HMAN.evm.TU.Chr6.867			PCOS.g596	SCAV.g15885
N4.HOG0004760	OG0004763	n0				HMAN.evm.TU.Chr6.629				SCAV.g14906
N4.HOG0004761	OG0004764	n0				HMAN.evm.TU.Chr4.1322, HMAN.evm.TU.Chr6.538			PCOS.g779	SCAV.g12637, SCAV.g14984
N4.HOG0004762	OG0004765	n0				HMAN.evm.TU.Chr6.1302, HMAN.evm.TU.Chr6.1303			PCOS.g29	SCAV.g15857
N4.HOG0004763	OG0004766	n0				HMAN.evm.TU.Chr6.869			PCOS.g687	SCAV.g14748, SCAV.g15886
N4.HOG0004764	OG0004767	n0				HMAN.evm.TU.Chr6.607, HMAN.evm.TU.Chr6.608			PCOS.g724	SCAV.g14923
N4.HOG0004765	OG0004768	n0				HMAN.evm.TU.Chr6.1129			PCOS.g280	SCAV.g15687
N4.HOG0004766	OG0004769	n0				HMAN.evm.TU.Chr11.993, HMAN.evm.TU.Chr6.736			PCOS.g407	SCAV.g14733, SCAV.g7700
N4.HOG0004767	OG0004770	n0				HMAN.evm.TU.Chr6.463			PCOS.g789	SCAV.g15051
N4.HOG0004768	OG0004771	n0				HMAN.evm.TU.Chr6.848			PCOS.g520	SCAV.g15446
N4.HOG0004769	OG0004772	n0				HMAN.evm.TU.Chr6.25			PCOS.g1141	SCAV.g14829
N4.HOG0004770	OG0004773	n0				HMAN.evm.TU.Chr6.313			PCOS.g970	SCAV.g15187
N4.HOG0004771	OG0004774	n0				HMAN.evm.TU.Chr5.48			PCOS.g1974	SCAV.g14244, SCAV.g7314
N4.HOG0004772	OG0004775	n0				HMAN.evm.TU.Chr6.674			PCOS.g722	SCAV.g14863
N4.HOG0004773	OG0004776	n0				HMAN.evm.TU.Chr6.335			PCOS.g927	SCAV.g15168
N4.HOG0004774	OG0004777	n0				HMAN.evm.TU.Chr6.197			PCOS.g931, PCOS.g932	SCAV.g15278
N4.HOG0004775	OG0004778	n0				HMAN.evm.TU.Chr8.517			PCOS.g1045	SCAV.g2088, SCAV.g9087
N4.HOG0004776	OG0004779	n0				HMAN.evm.TU.Chr6.671, HMAN.evm.TU.Chr6.672			PCOS.g634	SCAV.g14865
N4.HOG0004777	OG0004780	n0				HMAN.evm.TU.Chr6.408, HMAN.evm.TU.Chr6.409			PCOS.g980	SCAV.g15101
N4.HOG0004778	OG0004781	n0				HMAN.evm.TU.Chr6.1278			PCOS.g259	SCAV.g15836
N4.HOG0004779	OG0004782	n0				HMAN.evm.TU.Chr6.1233			PCOS.g61, PCOS.g62	SCAV.g15788
N4.HOG0004780	OG0004783	n0				HMAN.evm.TU.Chr6.108, HMAN.evm.TU.Chr6.109			PCOS.g1077	SCAV.g14754
N4.HOG0004781	OG0004784	n0				HMAN.evm.TU.Chr3.616, HMAN.evm.TU.Chr3.624			PCOS.g5551	SCAV.g3166
N4.HOG0004782	OG0004785	n0				HMAN.evm.TU.Chr11.276			PCOS.g4174	SCAV.g5212
N4.HOG0004783	OG0004786	n0				HMAN.evm.TU.Chr6.332			PCOS.g934	SCAV.g15171
N4.HOG0004784	OG0004787	n0							PCOS.g1739	
N4.HOG0004785	OG0004788	n6				HMAN.evm.TU.Chr13.419			PCOS.g8148	SCAV.g7999
N4.HOG0004786	OG0004788	n8				HMAN.evm.TU.Chr13.602			PCOS.g7998	
N4.HOG0004787	OG0004790	n0							PCOS.g4395	
N4.HOG0004788	OG0004791	n0				HMAN.evm.TU.Chr12.334			PCOS.g10694	SCAV.g7256
N4.HOG0004789	OG0004792	n0				HMAN.evm.TU.Chr11.585			PCOS.g4040	SCAV.g5815
N4.HOG0004790	OG0004793	n0				HMAN.evm.TU.Chr4.1127			PCOS.g4474	SCAV.g12215
N4.HOG0004791	OG0004794	n0				HMAN.evm.TU.Chr13.683			PCOS.g7912	SCAV.g8086
N4.HOG0004792	OG0004797	n0				HMAN.evm.TU.Chr5.418			PCOS.g1728	SCAV.g14612
N4.HOG0004793	OG0004798	n0				HMAN.evm.TU.Chr11.45			PCOS.g4453	SCAV.g5012
N4.HOG0004794	OG0004799	n0				HMAN.evm.TU.Chr7.216			PCOS.g124	SCAV.g9734
N4.HOG0004795	OG0004800	n0				HMAN.evm.TU.Chr1.156			PCOS.g10171	SCAV.g10284
N4.HOG0004796	OG0004801	n0				HMAN.evm.TU.Chr6.718			PCOS.g430	SCAV.g14715
N4.HOG0004797	OG0004803	n0				HMAN.evm.TU.Chr12.712			PCOS.g9597	SCAV.g96
N4.HOG0004798	OG0004804	n0				HMAN.evm.TU.Chr5.355				
N4.HOG0004799	OG0004805	n0				HMAN.evm.TU.Chr1.180			PCOS.g10192	SCAV.g10318, SCAV.g8011
N4.HOG0004800	OG0004806	n0				HMAN.evm.TU.Chr7.147			PCOS.g10681	SCAV.g6958
N4.HOG0004801	OG0004807	n0				HMAN.evm.TU.Chr13.420			PCOS.g8089, PCOS.g8208, PCOS.g8311	SCAV.g7991
N4.HOG0004802	OG0004808	n0				HMAN.evm.TU.Chr1.284				
N4.HOG0004803	OG0004811	n0				HMAN.evm.TU.Chr11.248				
N4.HOG0004804	OG0004812	n0							PCOS.g638	SCAV.g14880
N4.HOG0004805	OG0004813	n0								SCAV.g3646
N4.HOG0004806	OG0004814	n0				HMAN.evm.TU.Chr7.649			PCOS.g12183	SCAV.g10056
N4.HOG0004807	OG0004815	n0				HMAN.evm.TU.Chr5.800				SCAV.g13986
N4.HOG0004808	OG0004816	n0								SCAV.g7683
N4.HOG0004809	OG0004817	n0				HMAN.evm.TU.Chr2.1448, HMAN.evm.TU.Chr2.1449			PCOS.g7242	SCAV.g4547, SCAV.g4549
N4.HOG0004810	OG0004818	n0				HMAN.evm.TU.Chr8.690			PCOS.g3029	SCAV.g1906
N4.HOG0004811	OG0004819	n0				HMAN.evm.TU.Chr8.644			PCOS.g3154	SCAV.g1951, SCAV.g1971
N4.HOG0004812	OG0004820	n0				HMAN.evm.TU.Chr3.1575			PCOS.g6208	SCAV.g4857
N4.HOG0004813	OG0004821	n0							PCOS.g5566	
N4.HOG0004814	OG0004822	n0				HMAN.evm.TU.Chr5.288				SCAV.g14493
N4.HOG0004815	OG0004824	n2				HMAN.evm.TU.Chr6.1077			PCOS.g308	SCAV.g15597
N4.HOG0004816	OG0004824	n4				HMAN.evm.TU.Chr8.872			PCOS.g3127	SCAV.g1621
N4.HOG0004817	OG0004825	n0							PCOS.g30	SCAV.g3542
N4.HOG0004818	OG0004826	n0				HMAN.evm.TU.Chr1.1294				SCAV.g11700
N4.HOG0004819	OG0004827	n0				HMAN.evm.TU.Chr6.1039, HMAN.evm.TU.Unplaced1.386				SCAV.g15570
N4.HOG0004820	OG0004828	n0				HMAN.evm.TU.Chr13.416			PCOS.g8142	SCAV.g7989
N4.HOG0004821	OG0004829	n0				HMAN.evm.TU.Chr4.484			PCOS.g12803	SCAV.g12627
N4.HOG0004822	OG0004830	n0				HMAN.evm.TU.Chr4.302			PCOS.g12758	SCAV.g12934
N4.HOG0004823	OG0004831	n0				HMAN.evm.TU.Chr12.512, HMAN.evm.TU.Chr5.58, HMAN.evm.TU.Chr5.584, HMAN.evm.TU.Chr5.665			PCOS.g2050	SCAV.g14093
N4.HOG0004824	OG0004832	n0				HMAN.evm.TU.Chr8.167			PCOS.g2782	SCAV.g1148
N4.HOG0004825	OG0004833	n0				HMAN.evm.TU.Chr8.666				SCAV.g1930
N4.HOG0004826	OG0004834	n0				HMAN.evm.TU.Chr3.987, HMAN.evm.TU.Chr8.418			PCOS.g12308	SCAV.g4402
N4.HOG0004827	OG0004835	n0				HMAN.evm.TU.Chr1.641			PCOS.g7357	SCAV.g10655
N4.HOG0004828	OG0004836	n0				HMAN.evm.TU.Chr4.1453			PCOS.g4745	SCAV.g13209
N4.HOG0004829	OG0004837	n0				HMAN.evm.TU.Chr4.624			PCOS.g5151	SCAV.g11921
N4.HOG0004830	OG0004838	n0				HMAN.evm.TU.Chr8.587			PCOS.g3185	SCAV.g2017
N4.HOG0004831	OG0004839	n0				HMAN.evm.TU.Chr9.614			PCOS.g6709	SCAV.g6252
N4.HOG0004832	OG0004842	n0				HMAN.evm.TU.Chr2.235				SCAV.g3464
N4.HOG0004833	OG0004843	n0				HMAN.evm.TU.Chr6.1188			PCOS.g39	SCAV.g15722
N4.HOG0004834	OG0004844	n0				HMAN.evm.TU.Chr3.916				SCAV.g3463
N4.HOG0004835	OG0004845	n0				HMAN.evm.TU.Chr3.1080			PCOS.g12359	SCAV.g4294
N4.HOG0004836	OG0004846	n0				HMAN.evm.TU.Chr5.509			PCOS.g2338	SCAV.g14695
