HOG	OG	Gene Tree Parent Clade	BLOB	DELA	EAND	HMAN	MVUL	NNAJ	PCOS	SCAV
N5.HOG0008732	OG0003219	n6						NNAJ.FUN_000262, NNAJ.FUN_041617		
N5.HOG0008733	OG0003219	n8			EAND.evm.TU.Chr04.553			NNAJ.FUN_034588		
N5.HOG0008734	OG0003219	n9			EAND.evm.TU.Chr08.676			NNAJ.FUN_031887		
N5.HOG0008735	OG0003220	n4			EAND.evm.TU.Chr01.2837			NNAJ.FUN_024927		
N5.HOG0008736	OG0003220	n6			EAND.evm.TU.Chr02.1847, EAND.evm.TU.ctg2384.1			NNAJ.FUN_023139		
N5.HOG0008737	OG0003221	n4						NNAJ.FUN_018027		
N5.HOG0008738	OG0003221	n5						NNAJ.FUN_018026		
N5.HOG0008739	OG0003221	n7			EAND.evm.TU.Chr08.335					
N5.HOG0008740	OG0003222	n4			EAND.evm.TU.Chr06.826			NNAJ.FUN_041006		
N5.HOG0008741	OG0003222	n5			EAND.evm.TU.Chr10.743			NNAJ.FUN_012803, NNAJ.FUN_027064		
N5.HOG0008742	OG0003223	n5			EAND.evm.TU.Chr11.202			NNAJ.FUN_030208		
N5.HOG0008743	OG0003223	n9			EAND.evm.TU.Chr01.2682					
N5.HOG0008744	OG0003224	n5			EAND.evm.TU.Chr11.1475			NNAJ.FUN_029085		
N5.HOG0008745	OG0003224	n8						NNAJ.FUN_013442		
N5.HOG0008746	OG0003225	n3			EAND.evm.TU.Chr03.2252			NNAJ.FUN_010705, NNAJ.FUN_010706		
N5.HOG0008747	OG0003225	n7			EAND.evm.TU.Chr07.635			NNAJ.FUN_013444		
N5.HOG0008748	OG0003226	n4			EAND.evm.TU.Chr05.1264, EAND.evm.TU.ctg5583.1			NNAJ.FUN_006576		
N5.HOG0008749	OG0003226	n8			EAND.evm.TU.Chr07.784			NNAJ.FUN_013767		
N5.HOG0008750	OG0003227	n1						NNAJ.FUN_017574		
N5.HOG0008751	OG0003227	n3						NNAJ.FUN_029650		
N5.HOG0008752	OG0003227	n5						NNAJ.FUN_017359, NNAJ.FUN_017572, NNAJ.FUN_028746		
N5.HOG0008753	OG0003228	n1			EAND.evm.TU.Chr01.1117, EAND.evm.TU.Chr01.651			NNAJ.FUN_001910		
N5.HOG0008754	OG0003229	n5			EAND.evm.TU.Chr10.441			NNAJ.FUN_027467		
N5.HOG0008755	OG0003229	n7			EAND.evm.TU.Chr11.443			NNAJ.FUN_030539, NNAJ.FUN_030921		
N5.HOG0008756	OG0003230	n0			EAND.evm.TU.Chr01.3417			NNAJ.FUN_024983, NNAJ.FUN_025003, NNAJ.FUN_031936, NNAJ.FUN_036863		
N5.HOG0008757	OG0003231	n4			EAND.evm.TU.Chr01.1868			NNAJ.FUN_003284		
N5.HOG0008758	OG0003231	n6			EAND.evm.TU.Chr03.577			NNAJ.FUN_045750, NNAJ.FUN_045751, NNAJ.FUN_045755		
N5.HOG0008759	OG0003232	n0			EAND.evm.TU.Chr02.881			NNAJ.FUN_037535		
N5.HOG0008760	OG0003233	n1			EAND.evm.TU.Chr04.1152			NNAJ.FUN_022707		
N5.HOG0008761	OG0003233	n4			EAND.evm.TU.Chr08.1262			NNAJ.FUN_047229		
N5.HOG0008762	OG0003234	n0			EAND.evm.TU.Chr02.625			NNAJ.FUN_035894		
N5.HOG0008763	OG0003235	n6			EAND.evm.TU.Chr09.687			NNAJ.FUN_018320		
N5.HOG0008764	OG0003235	n8			EAND.evm.TU.Chr09.658, EAND.evm.TU.Chr10.168			NNAJ.FUN_018365		
N5.HOG0008765	OG0003236	n3			EAND.evm.TU.Chr01.61			NNAJ.FUN_000103		
N5.HOG0008766	OG0003236	n6			EAND.evm.TU.Chr04.1930			NNAJ.FUN_021399		
N5.HOG0008767	OG0003236	n9						NNAJ.FUN_021397		
N5.HOG0008768	OG0003237	n4			EAND.evm.TU.Chr03.3140			NNAJ.FUN_011937		
N5.HOG0008769	OG0003237	n5			EAND.evm.TU.Chr03.2906			NNAJ.FUN_011936		
N5.HOG0008770	OG0003238	n1			EAND.evm.TU.Chr11.1487			NNAJ.FUN_029071		
N5.HOG0008771	OG0003238	n6			EAND.evm.TU.Chr06.1931			NNAJ.FUN_042589		
N5.HOG0008772	OG0003238	n8			EAND.evm.TU.Chr03.222			NNAJ.FUN_045191		
N5.HOG0008773	OG0003239	n2						NNAJ.FUN_028522		
N5.HOG0008774	OG0003239	n7						NNAJ.FUN_028524		
N5.HOG0008775	OG0003240	n3			EAND.evm.TU.Chr07.531			NNAJ.FUN_013235, NNAJ.FUN_013236		
N5.HOG0008776	OG0003240	n8						NNAJ.FUN_006362		
N5.HOG0008777	OG0003240	n9						NNAJ.FUN_006359		
N5.HOG0008778	OG0003241	n0			EAND.evm.TU.Chr07.2073, EAND.evm.TU.ctg4954.1			NNAJ.FUN_015962		
N5.HOG0008779	OG0003242	n3						NNAJ.FUN_029107		
N5.HOG0008780	OG0003242	n4						NNAJ.FUN_029106		
N5.HOG0008781	OG0003242	n6						NNAJ.FUN_036269		
N5.HOG0008782	OG0003242	n8			EAND.evm.TU.Chr10.922			NNAJ.FUN_026779		
N5.HOG0008783	OG0003243	n0			EAND.evm.TU.Chr09.297			NNAJ.FUN_019035		
N5.HOG0008784	OG0003244	n0			EAND.evm.TU.Chr01.3268					
N5.HOG0008785	OG0003245	n0			EAND.evm.TU.Chr01.2691			NNAJ.FUN_004859		
N5.HOG0008786	OG0003246	n0			EAND.evm.TU.Chr11.1306			NNAJ.FUN_029436		
N5.HOG0008787	OG0003247	n0			EAND.evm.TU.Chr01.1105, EAND.evm.TU.ctg4244.1			NNAJ.FUN_001892, NNAJ.FUN_001893		
N5.HOG0008788	OG0003248	n0			EAND.evm.TU.Chr02.1829, EAND.evm.TU.Chr02.3147, EAND.evm.TU.Chr05.1281, EAND.evm.TU.Chr06.1689, EAND.evm.TU.ctg5011.1			NNAJ.FUN_020191		
N5.HOG0008789	OG0003249	n2			EAND.evm.TU.Chr10.915			NNAJ.FUN_026788		
N5.HOG0008790	OG0003249	n5			EAND.evm.TU.Chr01.2545			NNAJ.FUN_004640		
N5.HOG0008791	OG0003250	n3			EAND.evm.TU.Chr04.1934			NNAJ.FUN_021387		
N5.HOG0008792	OG0003250	n5			EAND.evm.TU.Chr06.1734			NNAJ.FUN_043779		
N5.HOG0008793	OG0003250	n7			EAND.evm.TU.Chr06.242			NNAJ.FUN_041942, NNAJ.FUN_041943		
N5.HOG0008794	OG0003251	n0						NNAJ.FUN_031660, NNAJ.FUN_031662		
N5.HOG0008795	OG0003252	n0			EAND.evm.TU.Chr02.112, EAND.evm.TU.Chr04.2174, EAND.evm.TU.Chr04.497, EAND.evm.TU.Chr07.2234, EAND.evm.TU.Chr10.698					
N5.HOG0008796	OG0003253	n0			EAND.evm.TU.Chr01.476, EAND.evm.TU.Chr06.1095			NNAJ.FUN_015594, NNAJ.FUN_016279		
N5.HOG0008797	OG0003254	n2			EAND.evm.TU.Chr04.244			NNAJ.FUN_035054, NNAJ.FUN_035056, NNAJ.FUN_035057		
N5.HOG0008798	OG0003254	n7						NNAJ.FUN_021257		
N5.HOG0008799	OG0003254	n8			EAND.evm.TU.Chr07.1144			NNAJ.FUN_014361		
N5.HOG0008800	OG0003255	n2			EAND.evm.TU.Chr02.3551			NNAJ.FUN_040070, NNAJ.FUN_040072		
N5.HOG0008801	OG0003255	n7			EAND.evm.TU.Chr03.2807			NNAJ.FUN_011754		
N5.HOG0008802	OG0003256	n6			EAND.evm.TU.Chr09.1636			NNAJ.FUN_016642		
N5.HOG0008803	OG0003256	n8			EAND.evm.TU.Chr03.1077			NNAJ.FUN_008664		
N5.HOG0008804	OG0003257	n5			EAND.evm.TU.Chr10.1546			NNAJ.FUN_025885		
N5.HOG0008805	OG0003257	n8						NNAJ.FUN_007915		
N5.HOG0008806	OG0003258	n0			EAND.evm.TU.Chr04.2271, EAND.evm.TU.Chr04.2272			NNAJ.FUN_020720		
N5.HOG0008807	OG0003259	n0			EAND.evm.TU.Chr01.2853, EAND.evm.TU.Chr03.1110			NNAJ.FUN_008596		
N5.HOG0008808	OG0003260	n0			EAND.evm.TU.Chr04.170, EAND.evm.TU.Chr04.2374			NNAJ.FUN_020562		
N5.HOG0008809	OG0003261	n2			EAND.evm.TU.Chr05.1421			NNAJ.FUN_006178		
N5.HOG0008810	OG0003261	n5			EAND.evm.TU.Chr03.1767			NNAJ.FUN_009836		
N5.HOG0008811	OG0003262	n5						NNAJ.FUN_012069		
N5.HOG0008812	OG0003262	n7						NNAJ.FUN_034351		
N5.HOG0008813	OG0003263	n0			EAND.evm.TU.Chr02.2211			NNAJ.FUN_012591, NNAJ.FUN_038164		
N5.HOG0008814	OG0003264	n5			EAND.evm.TU.Chr10.457			NNAJ.FUN_027431		
N5.HOG0008815	OG0003264	n7			EAND.evm.TU.Chr02.141, EAND.evm.TU.Chr02.142			NNAJ.FUN_035261		
N5.HOG0008816	OG0003265	n0			EAND.evm.TU.Chr04.2618			NNAJ.FUN_010627, NNAJ.FUN_020135		
N5.HOG0008817	OG0003266	n3			EAND.evm.TU.Chr03.2155			NNAJ.FUN_010529		
N5.HOG0008818	OG0003266	n6			EAND.evm.TU.Chr01.1871, EAND.evm.TU.Chr07.2276			NNAJ.FUN_003283		
N5.HOG0008819	OG0003267	n0			EAND.evm.TU.Chr09.883			NNAJ.FUN_017934		
N5.HOG0008820	OG0003268	n4			EAND.evm.TU.Chr04.896			NNAJ.FUN_033723		
N5.HOG0008821	OG0003268	n7			EAND.evm.TU.Chr07.2168, EAND.evm.TU.ctg5656.2			NNAJ.FUN_016146		
N5.HOG0008822	OG0003269	n8			EAND.evm.TU.Chr11.901			NNAJ.FUN_028300		
N5.HOG0008823	OG0003269	n9			EAND.evm.TU.Chr02.2362			NNAJ.FUN_038420		
N5.HOG0008824	OG0003270	n4			EAND.evm.TU.Chr01.921			NNAJ.FUN_001587		
N5.HOG0008825	OG0003270	n6			EAND.evm.TU.Chr01.684			NNAJ.FUN_001097, NNAJ.FUN_001098		
N5.HOG0008826	OG0003271	n4			EAND.evm.TU.Chr10.821			NNAJ.FUN_026916		
N5.HOG0008827	OG0003271	n7			EAND.evm.TU.Chr04.1735			NNAJ.FUN_021730		
N5.HOG0008828	OG0003272	n5			EAND.evm.TU.Chr02.3129, EAND.evm.TU.Chr02.3130			NNAJ.FUN_039187		
N5.HOG0008829	OG0003272	n7			EAND.evm.TU.Chr03.2998			NNAJ.FUN_012106		
N5.HOG0008830	OG0003273	n2			EAND.evm.TU.Chr11.882, EAND.evm.TU.Chr11.885			NNAJ.FUN_028273		
N5.HOG0008831	OG0003273	n6						NNAJ.FUN_024626, NNAJ.FUN_024627		
N5.HOG0008832	OG0003274	n5			EAND.evm.TU.Chr04.2548			NNAJ.FUN_020263		
N5.HOG0008833	OG0003274	n8						NNAJ.FUN_010357		
N5.HOG0008834	OG0003275	n3			EAND.evm.TU.Chr02.2359			NNAJ.FUN_038412		
N5.HOG0008835	OG0003275	n6			EAND.evm.TU.Chr07.1476			NNAJ.FUN_014939		
N5.HOG0008836	OG0003276	n0			EAND.evm.TU.Chr02.3005			NNAJ.FUN_039273		
N5.HOG0008837	OG0003277	n3			EAND.evm.TU.Chr01.2104			NNAJ.FUN_003792		
N5.HOG0008838	OG0003277	n5			EAND.evm.TU.Chr01.887			NNAJ.FUN_001502		
N5.HOG0008839	OG0003278	n1			EAND.evm.TU.Chr06.1228			NNAJ.FUN_040574		
N5.HOG0008840	OG0003278	n5			EAND.evm.TU.Chr06.395, EAND.evm.TU.Chr07.1845			NNAJ.FUN_015598		
N5.HOG0008841	OG0003279	n0			EAND.evm.TU.Chr01.2913			NNAJ.FUN_036755		
N5.HOG0008842	OG0003280	n3			EAND.evm.TU.Chr06.416			NNAJ.FUN_041622		
N5.HOG0008843	OG0003280	n8						NNAJ.FUN_043052		
N5.HOG0008844	OG0003280	n9						NNAJ.FUN_043051		
N5.HOG0008845	OG0003281	n3						NNAJ.FUN_042514		
N5.HOG0008846	OG0003281	n4			EAND.evm.TU.Chr06.213			NNAJ.FUN_041997		
N5.HOG0008847	OG0003282	n3			EAND.evm.TU.Chr05.1453			NNAJ.FUN_006121		
N5.HOG0008848	OG0003282	n6			EAND.evm.TU.Chr03.2623			NNAJ.FUN_011444		
N5.HOG0008849	OG0003283	n4						NNAJ.FUN_036556		
N5.HOG0008850	OG0003283	n5						NNAJ.FUN_047251		
N5.HOG0008851	OG0003284	n5			EAND.evm.TU.Chr10.423			NNAJ.FUN_027520		
N5.HOG0008852	OG0003284	n7			EAND.evm.TU.Chr02.1469			NNAJ.FUN_023796		
N5.HOG0008853	OG0003285	n2			EAND.evm.TU.Chr04.2663			NNAJ.FUN_020075		
N5.HOG0008854	OG0003285	n6			EAND.evm.TU.Chr01.187			NNAJ.FUN_000688		
N5.HOG0008855	OG0003285	n8						NNAJ.FUN_000689		
N5.HOG0008856	OG0003286	n6						NNAJ.FUN_037325		
N5.HOG0008857	OG0003286	n8			EAND.evm.TU.Chr02.2335			NNAJ.FUN_038361		
N5.HOG0008858	OG0003287	n4			EAND.evm.TU.Chr01.2439			NNAJ.FUN_004423		
N5.HOG0008859	OG0003287	n8			EAND.evm.TU.Chr02.1734			NNAJ.FUN_023335		
N5.HOG0008860	OG0003288	n7			EAND.evm.TU.Chr08.1800, EAND.evm.TU.Chr08.1903			NNAJ.FUN_046255		
N5.HOG0008861	OG0003288	n9			EAND.evm.TU.Chr01.2701			NNAJ.FUN_004869		
N5.HOG0008862	OG0003289	n2						NNAJ.FUN_012640		
N5.HOG0008863	OG0003289	n3			EAND.evm.TU.Chr06.1839			NNAJ.FUN_043545, NNAJ.FUN_043546		
N5.HOG0008864	OG0003290	n2						NNAJ.FUN_022411		
N5.HOG0008865	OG0003290	n4			EAND.evm.TU.Chr04.1107			NNAJ.FUN_022791		
N5.HOG0008866	OG0003290	n7						NNAJ.FUN_015353		
N5.HOG0008867	OG0003291	n0			EAND.evm.TU.ctg2332.3			NNAJ.FUN_034554, NNAJ.FUN_046279, NNAJ.FUN_046281		
N5.HOG0008868	OG0003292	n3			EAND.evm.TU.Chr11.891			NNAJ.FUN_028278		
N5.HOG0008869	OG0003292	n7			EAND.evm.TU.Chr05.1459			NNAJ.FUN_006113		
N5.HOG0008870	OG0003292	n9						NNAJ.FUN_028279		
N5.HOG0008871	OG0003293	n4			EAND.evm.TU.Chr07.932			NNAJ.FUN_014033		
N5.HOG0008872	OG0003293	n7			EAND.evm.TU.Chr05.958			NNAJ.FUN_007148		
N5.HOG0008873	OG0003294	n4			EAND.evm.TU.Chr11.1310			NNAJ.FUN_029430		
N5.HOG0008874	OG0003294	n5			EAND.evm.TU.Chr09.1738			NNAJ.FUN_016515		
N5.HOG0008875	OG0003295	n5			EAND.evm.TU.Chr09.1326			NNAJ.FUN_017133		
N5.HOG0008876	OG0003295	n6			EAND.evm.TU.Chr11.1180			NNAJ.FUN_028776		
N5.HOG0008877	OG0003296	n0			EAND.evm.TU.Chr04.108, EAND.evm.TU.Chr04.127			NNAJ.FUN_035694		
N5.HOG0008878	OG0003297	n6						NNAJ.FUN_010470		
N5.HOG0008879	OG0003297	n8			EAND.evm.TU.Chr04.2744			NNAJ.FUN_019966		
N5.HOG0008880	OG0003298	n5						NNAJ.FUN_009886		
N5.HOG0008881	OG0003298	n6						NNAJ.FUN_024801		
N5.HOG0008882	OG0003299	n5			EAND.evm.TU.Chr02.127			NNAJ.FUN_035213		
N5.HOG0008883	OG0003299	n8			EAND.evm.TU.Chr06.1002			NNAJ.FUN_040694		
N5.HOG0008884	OG0003300	n3			EAND.evm.TU.Chr04.1484					
N5.HOG0008885	OG0003300	n5			EAND.evm.TU.Chr04.2379					
N5.HOG0008886	OG0003301	n6			EAND.evm.TU.Chr02.101, EAND.evm.TU.Chr02.102			NNAJ.FUN_034340		
N5.HOG0008887	OG0003301	n9			EAND.evm.TU.Chr02.3039			NNAJ.FUN_039212		
N5.HOG0008888	OG0003302	n0			EAND.evm.TU.Chr08.436			NNAJ.FUN_005657, NNAJ.FUN_005673, NNAJ.FUN_032281		
N5.HOG0008889	OG0003303	n0						NNAJ.FUN_023450		
N5.HOG0008890	OG0003304	n5			EAND.evm.TU.Chr01.2217			NNAJ.FUN_003996		
N5.HOG0008891	OG0003304	n7						NNAJ.FUN_001279		
N5.HOG0008892	OG0003305	n5			EAND.evm.TU.Chr11.611, EAND.evm.TU.Chr11.612, EAND.evm.TU.Chr11.613			NNAJ.FUN_030838		
N5.HOG0008893	OG0003305	n8			EAND.evm.TU.Chr01.797			NNAJ.FUN_001313		
N5.HOG0008894	OG0003306	n4			EAND.evm.TU.Chr04.1410			NNAJ.FUN_022268		
N5.HOG0008895	OG0003306	n6			EAND.evm.TU.Chr10.781			NNAJ.FUN_026976		
N5.HOG0008896	OG0003307	n5			EAND.evm.TU.Chr04.562			NNAJ.FUN_034579		
N5.HOG0008897	OG0003307	n7			EAND.evm.TU.Chr09.1540			NNAJ.FUN_016826		
N5.HOG0008898	OG0003308	n7			EAND.evm.TU.Chr09.1003			NNAJ.FUN_017700		
N5.HOG0008899	OG0003308	n8			EAND.evm.TU.Chr10.663			NNAJ.FUN_027211		
N5.HOG0008900	OG0003308	n9			EAND.evm.TU.Chr06.1113			NNAJ.FUN_040407		
N5.HOG0008901	OG0003309	n0			EAND.evm.TU.Chr10.803			NNAJ.FUN_026950, NNAJ.FUN_026951, NNAJ.FUN_027650, NNAJ.FUN_027727		
N5.HOG0008902	OG0003310	n5			EAND.evm.TU.Chr08.1390			NNAJ.FUN_046476		
N5.HOG0008903	OG0003310	n7			EAND.evm.TU.ctg3583.2					
N5.HOG0008904	OG0003310	n8			EAND.evm.TU.Chr10.807			NNAJ.FUN_026949		
N5.HOG0008905	OG0003311	n5			EAND.evm.TU.Chr06.1172			NNAJ.FUN_040480		
N5.HOG0008906	OG0003311	n7			EAND.evm.TU.Chr09.861			NNAJ.FUN_017988		
N5.HOG0008907	OG0003312	n0			EAND.evm.TU.Chr01.617, EAND.evm.TU.Chr07.671, EAND.evm.TU.Chr09.529, EAND.evm.TU.Chr10.1126			NNAJ.FUN_000955		
N5.HOG0008908	OG0003313	n5			EAND.evm.TU.Chr03.1060			NNAJ.FUN_008696		
N5.HOG0008909	OG0003313	n7			EAND.evm.TU.Chr01.1163			NNAJ.FUN_001981, NNAJ.FUN_001982		
N5.HOG0008910	OG0003314	n0			EAND.evm.TU.Chr03.2420			NNAJ.FUN_011031		
N5.HOG0008911	OG0003315	n4			EAND.evm.TU.Chr01.771			NNAJ.FUN_001252		
N5.HOG0008912	OG0003315	n8						NNAJ.FUN_016739		
N5.HOG0008913	OG0003316	n2			EAND.evm.TU.Chr02.413			NNAJ.FUN_036409		
N5.HOG0008914	OG0003316	n6			EAND.evm.TU.Chr02.2695			NNAJ.FUN_038939		
N5.HOG0008915	OG0003317	n2						NNAJ.FUN_011456		
N5.HOG0008916	OG0003317	n4			EAND.evm.TU.Chr03.2631			NNAJ.FUN_011452, NNAJ.FUN_011453, NNAJ.FUN_011457		
N5.HOG0008917	OG0003318	n0			EAND.evm.TU.ctg3905.2			NNAJ.FUN_044124		
N5.HOG0008918	OG0003320	n0			EAND.evm.TU.Chr10.640			NNAJ.FUN_028041		
N5.HOG0008919	OG0003321	n0			EAND.evm.TU.Chr01.1465, EAND.evm.TU.Chr01.1468, EAND.evm.TU.ctg5517.1, EAND.evm.TU.ctg5915.1			NNAJ.FUN_002443		
N5.HOG0008920	OG0003322	n0			EAND.evm.TU.Chr04.1146			NNAJ.FUN_022721		
N5.HOG0008921	OG0003323	n0			EAND.evm.TU.Chr02.2712, EAND.evm.TU.ctg5909.1			NNAJ.FUN_038973, NNAJ.FUN_038974		
N5.HOG0008922	OG0003324	n0			EAND.evm.TU.Chr03.591, EAND.evm.TU.Chr03.593			NNAJ.FUN_045736		
N5.HOG0008923	OG0003325	n0			EAND.evm.TU.Chr04.1811			NNAJ.FUN_021594		
N5.HOG0008924	OG0003326	n5			EAND.evm.TU.Chr06.1298			NNAJ.FUN_042841, NNAJ.FUN_042842		
N5.HOG0008925	OG0003326	n8			EAND.evm.TU.Chr10.1165			NNAJ.FUN_026391		
N5.HOG0008926	OG0003327	n0			EAND.evm.TU.Chr04.1646			NNAJ.FUN_021923, NNAJ.FUN_021924, NNAJ.FUN_021925		
N5.HOG0008927	OG0003328	n5			EAND.evm.TU.Chr02.1952			NNAJ.FUN_022953		
N5.HOG0008928	OG0003328	n7			EAND.evm.TU.Chr02.1951			NNAJ.FUN_022954		
N5.HOG0008929	OG0003329	n0			EAND.evm.TU.Chr02.472			NNAJ.FUN_036524		
N5.HOG0008930	OG0003330	n4			EAND.evm.TU.Chr03.3048			NNAJ.FUN_012224		
N5.HOG0008931	OG0003330	n6			EAND.evm.TU.Chr06.1776			NNAJ.FUN_043692, NNAJ.FUN_043694		
N5.HOG0008932	OG0003330	n9			EAND.evm.TU.Chr02.1083			NNAJ.FUN_037248		
N5.HOG0008933	OG0003331	n0			EAND.evm.TU.Chr06.1286			NNAJ.FUN_042866		
N5.HOG0008934	OG0003332	n0			EAND.evm.TU.Chr06.350			NNAJ.FUN_040132, NNAJ.FUN_041728		
N5.HOG0008935	OG0003333	n5			EAND.evm.TU.Chr04.2600			NNAJ.FUN_020188		
N5.HOG0008936	OG0003333	n7			EAND.evm.TU.Chr03.2244			NNAJ.FUN_010696		
N5.HOG0008937	OG0003334	n0			EAND.evm.TU.Chr11.992			NNAJ.FUN_028447		
N5.HOG0008938	OG0003335	n2			EAND.evm.TU.Chr06.1189			NNAJ.FUN_040504		
N5.HOG0008939	OG0003335	n5			EAND.evm.TU.Chr09.632			NNAJ.FUN_018425		
N5.HOG0008940	OG0003336	n3			EAND.evm.TU.Chr01.2652			NNAJ.FUN_004808		
N5.HOG0008941	OG0003336	n6			EAND.evm.TU.Chr04.1338			NNAJ.FUN_022445		
N5.HOG0008942	OG0003337	n0			EAND.evm.TU.Chr02.2196			NNAJ.FUN_038139		
N5.HOG0008943	OG0003338	n0			EAND.evm.TU.Chr07.1839, EAND.evm.TU.Chr07.1840			NNAJ.FUN_015591, NNAJ.FUN_015592		
N5.HOG0008944	OG0003339	n0			EAND.evm.TU.Chr01.838			NNAJ.FUN_001411		
N5.HOG0008945	OG0003340	n1			EAND.evm.TU.Chr07.1734			NNAJ.FUN_015423		
N5.HOG0008946	OG0003340	n6						NNAJ.FUN_038558		
N5.HOG0008947	OG0003341	n0			EAND.evm.TU.Chr03.1804			NNAJ.FUN_009911		
N5.HOG0008948	OG0003342	n3			EAND.evm.TU.Chr05.980			NNAJ.FUN_007102, NNAJ.FUN_007103		
N5.HOG0008949	OG0003342	n6			EAND.evm.TU.Chr07.903			NNAJ.FUN_013977, NNAJ.FUN_013978		
N5.HOG0008950	OG0003343	n5			EAND.evm.TU.Chr03.872			NNAJ.FUN_031153		
N5.HOG0008951	OG0003343	n8			EAND.evm.TU.Chr04.2909			NNAJ.FUN_019720		
N5.HOG0008952	OG0003344	n0			EAND.evm.TU.Chr04.436			NNAJ.FUN_020635, NNAJ.FUN_034761		
N5.HOG0008953	OG0003345	n3			EAND.evm.TU.Chr03.1822			NNAJ.FUN_009947		
N5.HOG0008954	OG0003345	n5			EAND.evm.TU.Chr09.627			NNAJ.FUN_018433		
N5.HOG0008955	OG0003346	n6			EAND.evm.TU.Chr01.3524			NNAJ.FUN_025188		
N5.HOG0008956	OG0003346	n8			EAND.evm.TU.Chr03.1851			NNAJ.FUN_010001		
N5.HOG0008957	OG0003347	n6			EAND.evm.TU.Chr07.290			NNAJ.FUN_012773		
N5.HOG0008958	OG0003347	n7			EAND.evm.TU.ctg4592.1			NNAJ.FUN_012771, NNAJ.FUN_012772		
N5.HOG0008959	OG0003348	n4			EAND.evm.TU.Chr11.986			NNAJ.FUN_028442		
N5.HOG0008960	OG0003348	n7						NNAJ.FUN_038661		
N5.HOG0008961	OG0003349	n0			EAND.evm.TU.Chr09.1029			NNAJ.FUN_017651		
N5.HOG0008962	OG0003350	n4			EAND.evm.TU.Chr09.501			NNAJ.FUN_018712		
N5.HOG0008963	OG0003350	n7			EAND.evm.TU.Chr03.3, EAND.evm.TU.ctg4109.1			NNAJ.FUN_031412		
N5.HOG0008964	OG0003351	n5			EAND.evm.TU.Chr01.2208			NNAJ.FUN_003985		
N5.HOG0008965	OG0003351	n7			EAND.evm.TU.Chr01.783			NNAJ.FUN_001272		
N5.HOG0008966	OG0003352	n3			EAND.evm.TU.Chr05.982, EAND.evm.TU.ctg4721.1			NNAJ.FUN_007098		
N5.HOG0008967	OG0003352	n7			EAND.evm.TU.Chr07.981			NNAJ.FUN_014105		
N5.HOG0008968	OG0003353	n0			EAND.evm.TU.Chr01.2828, EAND.evm.TU.Chr01.3121			NNAJ.FUN_024451, NNAJ.FUN_024452, NNAJ.FUN_036695		
N5.HOG0008969	OG0003354	n3			EAND.evm.TU.Chr09.815			NNAJ.FUN_018089		
N5.HOG0008970	OG0003354	n6			EAND.evm.TU.Chr07.1774			NNAJ.FUN_015493		
N5.HOG0008971	OG0003354	n8			EAND.evm.TU.Chr06.1226			NNAJ.FUN_021986		
N5.HOG0008972	OG0003355	n4			EAND.evm.TU.Chr06.2111			NNAJ.FUN_042572		
N5.HOG0008973	OG0003355	n7			EAND.evm.TU.Chr06.406			NNAJ.FUN_041639		
N5.HOG0008974	OG0003356	n5			EAND.evm.TU.Chr02.1836			NNAJ.FUN_023160, NNAJ.FUN_023161		
N5.HOG0008975	OG0003356	n8			EAND.evm.TU.Chr04.891			NNAJ.FUN_033733		
N5.HOG0008976	OG0003357	n6			EAND.evm.TU.Chr06.326, EAND.evm.TU.ctg1295.10					
N5.HOG0008977	OG0003357	n8			EAND.evm.TU.Chr11.582			NNAJ.FUN_030783		
N5.HOG0008978	OG0003357	n9			EAND.evm.TU.Chr01.2109			NNAJ.FUN_035212		
N5.HOG0008979	OG0003358	n0			EAND.evm.TU.Chr08.1154			NNAJ.FUN_046138, NNAJ.FUN_046140, NNAJ.FUN_046143		
N5.HOG0008980	OG0003359	n0			EAND.evm.TU.Chr06.809			NNAJ.FUN_041024		
N5.HOG0008981	OG0003360	n6			EAND.evm.TU.Chr05.996					
N5.HOG0008982	OG0003360	n8			EAND.evm.TU.Chr10.255					
N5.HOG0008983	OG0003361	n5			EAND.evm.TU.Chr01.1766			NNAJ.FUN_003090		
N5.HOG0008984	OG0003361	n8			EAND.evm.TU.Chr04.2974					
N5.HOG0008985	OG0003362	n3			EAND.evm.TU.Chr09.945			NNAJ.FUN_017846		
N5.HOG0008986	OG0003362	n5			EAND.evm.TU.Chr04.371			NNAJ.FUN_034839		
N5.HOG0008987	OG0003363	n5			EAND.evm.TU.Chr06.2223			NNAJ.FUN_044346		
N5.HOG0008988	OG0003363	n7			EAND.evm.TU.Chr06.104			NNAJ.FUN_042208		
N5.HOG0008989	OG0003364	n6			EAND.evm.TU.Chr04.769			NNAJ.FUN_034024		
N5.HOG0008990	OG0003364	n8						NNAJ.FUN_026980		
N5.HOG0008991	OG0003365	n5			EAND.evm.TU.Chr07.1890			NNAJ.FUN_015678		
N5.HOG0008992	OG0003365	n8			EAND.evm.TU.Chr10.910			NNAJ.FUN_026798		
N5.HOG0008993	OG0003366	n5						NNAJ.FUN_023273		
N5.HOG0008994	OG0003366	n6			EAND.evm.TU.Chr07.1484			NNAJ.FUN_014946		
N5.HOG0008995	OG0003367	n5			EAND.evm.TU.Chr02.628			NNAJ.FUN_035909		
N5.HOG0008996	OG0003367	n7			EAND.evm.TU.Chr08.2168			NNAJ.FUN_047661		
N5.HOG0008997	OG0003368	n3						NNAJ.FUN_016872		
