HOG	OG	Gene Tree Parent Clade	BLOB	DELA	EAND	HMAN	MVUL	NNAJ	PCOS	SCAV
N6.HOG0007796	OG0007633	n0				HMAN.evm.TU.Chr12.379				SCAV.g7211
N6.HOG0007797	OG0007634	n0				HMAN.evm.TU.Chr12.508				SCAV.g7002
N6.HOG0007798	OG0007635	n0				HMAN.evm.TU.Chr12.441				SCAV.g7160
N6.HOG0007799	OG0007636	n0				HMAN.evm.TU.Chr12.425				SCAV.g7171
N6.HOG0007800	OG0007637	n0				HMAN.evm.TU.Chr7.133				SCAV.g6990
N6.HOG0007801	OG0007638	n0				HMAN.evm.TU.Chr12.56				SCAV.g7447
N6.HOG0007802	OG0007639	n0				HMAN.evm.TU.Chr12.234				SCAV.g7331
N6.HOG0007803	OG0007641	n0				HMAN.evm.TU.Chr12.107				SCAV.g7417
N6.HOG0007804	OG0007642	n0				HMAN.evm.TU.Chr7.142				SCAV.g6963
N6.HOG0007805	OG0007643	n0				HMAN.evm.TU.Chr12.30				SCAV.g7467
N6.HOG0007806	OG0007644	n0				HMAN.evm.TU.Chr3.1081				
N6.HOG0007807	OG0007645	n0				HMAN.evm.TU.Chr3.1118				SCAV.g4250
N6.HOG0007808	OG0007646	n0				HMAN.evm.TU.Chr3.923				SCAV.g3474
N6.HOG0007809	OG0007647	n0				HMAN.evm.TU.Chr3.910				SCAV.g3456
N6.HOG0007810	OG0007648	n0				HMAN.evm.TU.Chr3.993				SCAV.g4393
N6.HOG0007811	OG0007649	n0				HMAN.evm.TU.Chr4.1414				SCAV.g13181
N6.HOG0007812	OG0007650	n0				HMAN.evm.TU.Chr3.853				SCAV.g3398
N6.HOG0007813	OG0007651	n0				HMAN.evm.TU.Chr3.915				SCAV.g3462
N6.HOG0007814	OG0007652	n0				HMAN.evm.TU.Chr3.253				SCAV.g3026
N6.HOG0007815	OG0007653	n0				HMAN.evm.TU.Chr1.1062				SCAV.g11246
N6.HOG0007816	OG0007654	n0				HMAN.evm.TU.Chr7.744				SCAV.g10022
N6.HOG0007817	OG0007655	n0				HMAN.evm.TU.Chr1.143				SCAV.g10270
N6.HOG0007818	OG0007656	n0				HMAN.evm.TU.Chr1.1469				SCAV.g11542
N6.HOG0007819	OG0007657	n0				HMAN.evm.TU.Chr1.1088				SCAV.g11279
N6.HOG0007820	OG0007658	n0				HMAN.evm.TU.Chr1.1444				SCAV.g11587
N6.HOG0007821	OG0007659	n0				HMAN.evm.TU.Chr1.1251				SCAV.g11726
N6.HOG0007822	OG0007660	n0				HMAN.evm.TU.Chr1.1606				SCAV.g11408
N6.HOG0007823	OG0007661	n0								SCAV.g11410
N6.HOG0007824	OG0007662	n0				HMAN.evm.TU.Chr9.28				SCAV.g6843
N6.HOG0007825	OG0007663	n0				HMAN.evm.TU.Chr1.1411				SCAV.g11622
N6.HOG0007826	OG0007664	n0				HMAN.evm.TU.Chr1.1146				SCAV.g11346
N6.HOG0007827	OG0007665	n0				HMAN.evm.TU.Chr1.1406				SCAV.g11634
N6.HOG0007828	OG0007666	n0				HMAN.evm.TU.Chr1.975				SCAV.g11174, SCAV.g14277
N6.HOG0007829	OG0007667	n0				HMAN.evm.TU.Chr1.1007				SCAV.g11201
N6.HOG0007830	OG0007668	n0				HMAN.evm.TU.Chr2.813				SCAV.g9834
N6.HOG0007831	OG0007669	n0				HMAN.evm.TU.Chr2.796				SCAV.g9651
N6.HOG0007832	OG0007670	n0				HMAN.evm.TU.Chr1.1449				SCAV.g11575, SCAV.g11582
N6.HOG0007833	OG0007671	n0				HMAN.evm.TU.Chr1.1095				SCAV.g11287
N6.HOG0007834	OG0007672	n0				HMAN.evm.TU.Chr1.1519				SCAV.g11529
N6.HOG0007835	OG0007673	n0				HMAN.evm.TU.Chr1.958				SCAV.g11151
N6.HOG0007836	OG0007674	n0				HMAN.evm.TU.Chr1.1308				SCAV.g11691
N6.HOG0007837	OG0007675	n0				HMAN.evm.TU.Chr1.1622				SCAV.g11426
N6.HOG0007838	OG0007676	n0				HMAN.evm.TU.Chr1.186				SCAV.g10324
N6.HOG0007839	OG0007677	n0				HMAN.evm.TU.Chr1.1210				SCAV.g11758
N6.HOG0007840	OG0007678	n0				HMAN.evm.TU.Chr3.860				SCAV.g3407
N6.HOG0007841	OG0007679	n0				HMAN.evm.TU.Chr1.1634				SCAV.g11489
N6.HOG0007842	OG0007680	n0				HMAN.evm.TU.Chr1.1636				SCAV.g11487
N6.HOG0007843	OG0007681	n0				HMAN.evm.TU.Chr7.628				SCAV.g10095
N6.HOG0007844	OG0007682	n0				HMAN.evm.TU.Chr1.1153				SCAV.g11340
N6.HOG0007845	OG0007683	n0				HMAN.evm.TU.Chr1.1160				
N6.HOG0007846	OG0007684	n0				HMAN.evm.TU.Chr1.1131				SCAV.g11327
N6.HOG0007847	OG0007685	n0				HMAN.evm.TU.Chr1.1600				SCAV.g11415
N6.HOG0007848	OG0007686	n0				HMAN.evm.TU.Chr1.1459				SCAV.g11549
N6.HOG0007849	OG0007687	n0				HMAN.evm.TU.Chr1.1625				SCAV.g11429
N6.HOG0007850	OG0007688	n0				HMAN.evm.TU.Chr1.1337				SCAV.g11677
N6.HOG0007851	OG0007689	n0				HMAN.evm.TU.Chr1.1213				
N6.HOG0007852	OG0007690	n0				HMAN.evm.TU.Chr1.1223				SCAV.g11745
N6.HOG0007853	OG0007691	n0				HMAN.evm.TU.Chr1.949				SCAV.g10980
N6.HOG0007854	OG0007692	n0				HMAN.evm.TU.Chr7.572				SCAV.g388
N6.HOG0007855	OG0007693	n0				HMAN.evm.TU.Chr3.788				SCAV.g3319
N6.HOG0007856	OG0007694	n0				HMAN.evm.TU.Chr1.182				SCAV.g10320
N6.HOG0007857	OG0007695	n0				HMAN.evm.TU.Chr11.462				SCAV.g5940
N6.HOG0007858	OG0007696	n0				HMAN.evm.TU.Chr11.28				SCAV.g5000
N6.HOG0007859	OG0007697	n0				HMAN.evm.TU.Chr11.937				SCAV.g8436
N6.HOG0007860	OG0007698	n0				HMAN.evm.TU.Chr11.365				SCAV.g6038
N6.HOG0007861	OG0007699	n0				HMAN.evm.TU.Chr11.696				SCAV.g5579
N6.HOG0007862	OG0007700	n0				HMAN.evm.TU.Chr11.681				SCAV.g5565
N6.HOG0007863	OG0007701	n0				HMAN.evm.TU.Chr12.404				SCAV.g7190
N6.HOG0007864	OG0007702	n0				HMAN.evm.TU.Chr11.92				SCAV.g5058
N6.HOG0007865	OG0007703	n0				HMAN.evm.TU.Chr11.91				SCAV.g5059
N6.HOG0007866	OG0007704	n0				HMAN.evm.TU.Chr11.423				SCAV.g5978
N6.HOG0007867	OG0007705	n0				HMAN.evm.TU.Chr11.884				SCAV.g7534
N6.HOG0007868	OG0007706	n0				HMAN.evm.TU.Chr7.283				SCAV.g686
N6.HOG0007869	OG0007707	n0				HMAN.evm.TU.Chr11.899				SCAV.g7702
N6.HOG0007870	OG0007708	n0				HMAN.evm.TU.Chr11.913				SCAV.g7597
N6.HOG0007871	OG0007709	n0				HMAN.evm.TU.Chr12.527				SCAV.g7019
N6.HOG0007872	OG0007710	n0				HMAN.evm.TU.Chr11.566				SCAV.g5830
N6.HOG0007873	OG0007711	n0				HMAN.evm.TU.Chr11.751				SCAV.g5641
N6.HOG0007874	OG0007712	n0				HMAN.evm.TU.Chr11.412				SCAV.g5989
N6.HOG0007875	OG0007713	n0				HMAN.evm.TU.Chr11.94				SCAV.g5056
N6.HOG0007876	OG0007714	n0				HMAN.evm.TU.Chr11.1022				SCAV.g5542
N6.HOG0007877	OG0007715	n0				HMAN.evm.TU.Chr11.1023				SCAV.g5543
N6.HOG0007878	OG0007716	n0								SCAV.g7614
N6.HOG0007879	OG0007717	n0				HMAN.evm.TU.Chr11.670				SCAV.g5555
N6.HOG0007880	OG0007718	n0				HMAN.evm.TU.Chr11.927				SCAV.g7574
N6.HOG0007881	OG0007719	n0				HMAN.evm.TU.Chr11.457				SCAV.g5946
N6.HOG0007882	OG0007720	n0				HMAN.evm.TU.Chr11.1060				SCAV.g7665
N6.HOG0007883	OG0007721	n0				HMAN.evm.TU.Chr11.611				SCAV.g5795
N6.HOG0007884	OG0007722	n0				HMAN.evm.TU.Chr12.235				SCAV.g7330
N6.HOG0007885	OG0007723	n0				HMAN.evm.TU.Chr11.560				SCAV.g5838
N6.HOG0007886	OG0007724	n0								SCAV.g7644
N6.HOG0007887	OG0007725	n0				HMAN.evm.TU.Chr11.22				SCAV.g5004
N6.HOG0007888	OG0007726	n0				HMAN.evm.TU.Chr11.839				SCAV.g5736
N6.HOG0007889	OG0007727	n0				HMAN.evm.TU.Chr11.1082				SCAV.g7719
N6.HOG0007890	OG0007728	n0				HMAN.evm.TU.Chr11.1086				SCAV.g7536
N6.HOG0007891	OG0007729	n0				HMAN.evm.TU.Chr11.905				SCAV.g7587
N6.HOG0007892	OG0007730	n0				HMAN.evm.TU.Chr11.832				SCAV.g5730
N6.HOG0007893	OG0007731	n0				HMAN.evm.TU.Chr11.287				SCAV.g5228
N6.HOG0007894	OG0007732	n0				HMAN.evm.TU.Chr11.182				SCAV.g5123
N6.HOG0007895	OG0007733	n0				HMAN.evm.TU.Chr11.1024				SCAV.g7691
N6.HOG0007896	OG0007734	n0				HMAN.evm.TU.Chr11.596				SCAV.g5808
N6.HOG0007897	OG0007735	n0				HMAN.evm.TU.Chr11.924, HMAN.evm.TU.Chr13.437, HMAN.evm.TU.Chr13.454				SCAV.g7581
N6.HOG0007898	OG0007736	n0								SCAV.g7649
N6.HOG0007899	OG0007737	n0				HMAN.evm.TU.Chr11.1047				SCAV.g7679
N6.HOG0007900	OG0007738	n0				HMAN.evm.TU.Chr11.553				SCAV.g5916
N6.HOG0007901	OG0007739	n0				HMAN.evm.TU.Chr11.627				SCAV.g5774
N6.HOG0007902	OG0007740	n0				HMAN.evm.TU.Chr9.448				SCAV.g6419
N6.HOG0007903	OG0007741	n0				HMAN.evm.TU.Chr11.699				SCAV.g5582
N6.HOG0007904	OG0007742	n0				HMAN.evm.TU.Chr9.802				SCAV.g6060
N6.HOG0007905	OG0007743	n0								SCAV.g5619
N6.HOG0007906	OG0007744	n0				HMAN.evm.TU.Chr11.333				SCAV.g5246
N6.HOG0007907	OG0007745	n0				HMAN.evm.TU.Chr11.849				SCAV.g5748
N6.HOG0007908	OG0007746	n0				HMAN.evm.TU.Chr11.298				SCAV.g5235
N6.HOG0007909	OG0007748	n0				HMAN.evm.TU.Chr2.1044				SCAV.g3641
N6.HOG0007910	OG0007749	n0				HMAN.evm.TU.Chr11.116				SCAV.g5072
N6.HOG0007911	OG0007750	n0				HMAN.evm.TU.Chr11.114				SCAV.g5104, SCAV.g5108
N6.HOG0007912	OG0007751	n0				HMAN.evm.TU.Chr11.1094				SCAV.g7564
N6.HOG0007913	OG0007752	n0				HMAN.evm.TU.Chr11.1090				SCAV.g7537
N6.HOG0007914	OG0007753	n0				HMAN.evm.TU.Chr11.712				SCAV.g5594
N6.HOG0007915	OG0007754	n0				HMAN.evm.TU.Chr8.1176				SCAV.g2596
N6.HOG0007916	OG0007755	n0				HMAN.evm.TU.Chr11.1006				SCAV.g7497
N6.HOG0007917	OG0007756	n0				HMAN.evm.TU.Chr11.656				SCAV.g7502
N6.HOG0007918	OG0007757	n0				HMAN.evm.TU.Chr11.651				SCAV.g7506
N6.HOG0007919	OG0007758	n0				HMAN.evm.TU.Chr11.21				SCAV.g4991
N6.HOG0007920	OG0007759	n0				HMAN.evm.TU.Chr11.10				SCAV.g4978
N6.HOG0007921	OG0007760	n0				HMAN.evm.TU.Chr11.777				SCAV.g5671
N6.HOG0007922	OG0007761	n0				HMAN.evm.TU.Chr11.498				SCAV.g5863
N6.HOG0007923	OG0007762	n0				HMAN.evm.TU.Chr11.1107				SCAV.g7550
N6.HOG0007924	OG0007763	n0				HMAN.evm.TU.Chr11.1112				SCAV.g7545
N6.HOG0007925	OG0007764	n0				HMAN.evm.TU.Chr12.470				SCAV.g7137
N6.HOG0007926	OG0007765	n0				HMAN.evm.TU.Chr11.790				SCAV.g5686
N6.HOG0007927	OG0007766	n0				HMAN.evm.TU.Chr11.30				SCAV.g4995
N6.HOG0007928	OG0007767	n0				HMAN.evm.TU.Chr11.561				SCAV.g5837
N6.HOG0007929	OG0007768	n0								SCAV.g5652
N6.HOG0007930	OG0007769	n0				HMAN.evm.TU.Chr11.763				SCAV.g5651
N6.HOG0007931	OG0007770	n0				HMAN.evm.TU.Chr11.734				SCAV.g5614
N6.HOG0007932	OG0007771	n0				HMAN.evm.TU.Chr11.636				SCAV.g7522
N6.HOG0007933	OG0007772	n0				HMAN.evm.TU.Chr11.83				SCAV.g5044, SCAV.g8729
N6.HOG0007934	OG0007773	n0				HMAN.evm.TU.Chr11.762				SCAV.g5653
N6.HOG0007935	OG0007774	n0				HMAN.evm.TU.Chr11.464				SCAV.g5938
N6.HOG0007936	OG0007775	n0								SCAV.g7618, SCAV.g7627
N6.HOG0007937	OG0007776	n0				HMAN.evm.TU.Chr11.398				SCAV.g5999
N6.HOG0007938	OG0007777	n0				HMAN.evm.TU.Chr11.573				SCAV.g5825
N6.HOG0007939	OG0007778	n0				HMAN.evm.TU.Chr11.386				SCAV.g6012
N6.HOG0007940	OG0007779	n0				HMAN.evm.TU.Chr11.397				SCAV.g6000
N6.HOG0007941	OG0007780	n0				HMAN.evm.TU.Chr4.231				SCAV.g12882
N6.HOG0007942	OG0007781	n0				HMAN.evm.TU.Chr4.663				SCAV.g12040
N6.HOG0007943	OG0007782	n0				HMAN.evm.TU.Chr4.30				SCAV.g12095
N6.HOG0007944	OG0007783	n0				HMAN.evm.TU.Chr3.921				SCAV.g3481
N6.HOG0007945	OG0007784	n0				HMAN.evm.TU.Chr4.31				SCAV.g12096
N6.HOG0007946	OG0007785	n0				HMAN.evm.TU.Chr4.178, HMAN.evm.TU.Chr4.179				SCAV.g12843
N6.HOG0007947	OG0007786	n0				HMAN.evm.TU.Chr4.426				SCAV.g13071
N6.HOG0007948	OG0007787	n0				HMAN.evm.TU.Chr4.221				SCAV.g12870
N6.HOG0007949	OG0007788	n0				HMAN.evm.TU.Chr4.364				SCAV.g13016
N6.HOG0007950	OG0007789	n0				HMAN.evm.TU.Chr4.200				SCAV.g12861
N6.HOG0007951	OG0007790	n0				HMAN.evm.TU.Chr12.702				SCAV.g90
N6.HOG0007952	OG0007791	n0				HMAN.evm.TU.Chr12.1036				SCAV.g30
N6.HOG0007953	OG0007792	n0				HMAN.evm.TU.Chr4.236				SCAV.g12886
N6.HOG0007954	OG0007793	n0								SCAV.g12920
N6.HOG0007955	OG0007794	n0				HMAN.evm.TU.Chr4.648				SCAV.g12027
N6.HOG0007956	OG0007795	n0				HMAN.evm.TU.Chr4.246				SCAV.g12917
N6.HOG0007957	OG0007796	n0				HMAN.evm.TU.Chr4.686				SCAV.g12061
N6.HOG0007958	OG0007797	n0				HMAN.evm.TU.Chr12.971				SCAV.g290
N6.HOG0007959	OG0007798	n0				HMAN.evm.TU.Chr5.908, HMAN.evm.TU.Chr5.909, HMAN.evm.TU.Chr5.910, HMAN.evm.TU.Chr5.911, HMAN.evm.TU.Chr5.912, HMAN.evm.TU.Chr5.913				SCAV.g13863
N6.HOG0007960	OG0007799	n0				HMAN.evm.TU.Chr4.697				SCAV.g12006
N6.HOG0007961	OG0007800	n0				HMAN.evm.TU.Chr5.821				SCAV.g13964
N6.HOG0007962	OG0007801	n0								SCAV.g22
N6.HOG0007963	OG0007802	n0				HMAN.evm.TU.Chr10.904				SCAV.g1385
N6.HOG0007964	OG0007803	n0				HMAN.evm.TU.Chr12.989				SCAV.g272
N6.HOG0007965	OG0007804	n0				HMAN.evm.TU.Chr12.1037				SCAV.g23
N6.HOG0007966	OG0007805	n0				HMAN.evm.TU.Chr2.317				SCAV.g9323
N6.HOG0007967	OG0007806	n0				HMAN.evm.TU.Chr12.701				SCAV.g89
N6.HOG0007968	OG0007807	n0				HMAN.evm.TU.Chr4.7				SCAV.g12068
N6.HOG0007969	OG0007808	n0				HMAN.evm.TU.Chr4.296				SCAV.g12943
N6.HOG0007970	OG0007809	n0				HMAN.evm.TU.Chr12.952				SCAV.g309
N6.HOG0007971	OG0007810	n0				HMAN.evm.TU.Chr4.486				SCAV.g12623
N6.HOG0007972	OG0007811	n0				HMAN.evm.TU.Chr4.658				SCAV.g12036
N6.HOG0007973	OG0007812	n0				HMAN.evm.TU.Chr12.808				SCAV.g173
N6.HOG0007974	OG0007813	n0				HMAN.evm.TU.Chr12.801				SCAV.g176
N6.HOG0007975	OG0007814	n0				HMAN.evm.TU.Chr4.694				SCAV.g12008
N6.HOG0007976	OG0007815	n0				HMAN.evm.TU.Chr12.869				SCAV.g251
N6.HOG0007977	OG0007816	n0				HMAN.evm.TU.Chr4.300				SCAV.g12936
N6.HOG0007978	OG0007817	n0				HMAN.evm.TU.Chr12.617				SCAV.g365
N6.HOG0007979	OG0007818	n0				HMAN.evm.TU.Chr4.353				SCAV.g13005
N6.HOG0007980	OG0007819	n0				HMAN.evm.TU.Chr12.726				SCAV.g108
N6.HOG0007981	OG0007820	n0				HMAN.evm.TU.Chr12.809				SCAV.g172
N6.HOG0007982	OG0007821	n0				HMAN.evm.TU.Chr2.798				SCAV.g9848
N6.HOG0007983	OG0007822	n0				HMAN.evm.TU.Chr2.797				SCAV.g9652
N6.HOG0007984	OG0007823	n0				HMAN.evm.TU.Chr12.612				SCAV.g370
N6.HOG0007985	OG0007824	n0				HMAN.evm.TU.Chr4.1430				SCAV.g13195
N6.HOG0007986	OG0007825	n0				HMAN.evm.TU.Chr4.1431				SCAV.g13196
N6.HOG0007987	OG0007826	n0				HMAN.evm.TU.Chr4.1176				SCAV.g12710
N6.HOG0007988	OG0007827	n0				HMAN.evm.TU.Chr4.603				SCAV.g11941
N6.HOG0007989	OG0007828	n0				HMAN.evm.TU.Chr12.754				SCAV.g138
N6.HOG0007990	OG0007829	n0				HMAN.evm.TU.Chr4.811				SCAV.g12588
N6.HOG0007991	OG0007830	n0				HMAN.evm.TU.Chr4.813				SCAV.g12586
N6.HOG0007992	OG0007831	n0				HMAN.evm.TU.Chr4.1393				SCAV.g13158
N6.HOG0007993	OG0007832	n0				HMAN.evm.TU.Chr12.367				SCAV.g7223
N6.HOG0007994	OG0007833	n0				HMAN.evm.TU.Chr4.595				SCAV.g11936
N6.HOG0007995	OG0007834	n0				HMAN.evm.TU.Chr4.1624				SCAV.g13343
N6.HOG0007996	OG0007835	n0				HMAN.evm.TU.Chr4.1098				SCAV.g12249
N6.HOG0007997	OG0007836	n0				HMAN.evm.TU.Chr7.324				SCAV.g643
N6.HOG0007998	OG0007837	n0				HMAN.evm.TU.Chr7.400				SCAV.g564
N6.HOG0007999	OG0007838	n0				HMAN.evm.TU.Chr7.603				SCAV.g422
N6.HOG0008000	OG0007839	n0				HMAN.evm.TU.Chr4.1174				SCAV.g12706
N6.HOG0008001	OG0007840	n0				HMAN.evm.TU.Chr4.1189				SCAV.g12725
N6.HOG0008002	OG0007841	n0				HMAN.evm.TU.Chr4.1392				SCAV.g13159
N6.HOG0008003	OG0007842	n0				HMAN.evm.TU.Chr7.607				SCAV.g425
N6.HOG0008004	OG0007843	n0				HMAN.evm.TU.Chr4.1004				SCAV.g12345
N6.HOG0008005	OG0007844	n0				HMAN.evm.TU.Chr4.613				SCAV.g11901
N6.HOG0008006	OG0007845	n0				HMAN.evm.TU.Chr4.1614				SCAV.g13331
N6.HOG0008007	OG0007846	n0				HMAN.evm.TU.Chr7.426				SCAV.g540
N6.HOG0008008	OG0007847	n0				HMAN.evm.TU.Chr7.425				SCAV.g541
N6.HOG0008009	OG0007848	n0				HMAN.evm.TU.Chr7.537				SCAV.g442
N6.HOG0008010	OG0007849	n0				HMAN.evm.TU.Chr4.1117				SCAV.g12228
N6.HOG0008011	OG0007850	n0				HMAN.evm.TU.Chr4.1118				SCAV.g12227
N6.HOG0008012	OG0007851	n0				HMAN.evm.TU.Chr4.1119				SCAV.g12225
N6.HOG0008013	OG0007852	n0				HMAN.evm.TU.Chr4.1283				SCAV.g12674
N6.HOG0008014	OG0007853	n0				HMAN.evm.TU.Chr4.1278				SCAV.g12186
N6.HOG0008015	OG0007854	n0				HMAN.evm.TU.Chr12.798				SCAV.g169
N6.HOG0008016	OG0007855	n0				HMAN.evm.TU.Chr4.841				SCAV.g12545
N6.HOG0008017	OG0007856	n0				HMAN.evm.TU.Chr12.876				SCAV.g235
N6.HOG0008018	OG0007857	n0				HMAN.evm.TU.Chr12.937				SCAV.g321
N6.HOG0008019	OG0007858	n0				HMAN.evm.TU.Chr12.730				SCAV.g111
N6.HOG0008020	OG0007859	n0				HMAN.evm.TU.Chr4.871				SCAV.g12515
N6.HOG0008021	OG0007860	n0				HMAN.evm.TU.Chr4.825				SCAV.g12566
N6.HOG0008022	OG0007861	n0				HMAN.evm.TU.Chr7.450				SCAV.g517
N6.HOG0008023	OG0007862	n0				HMAN.evm.TU.Chr10.289				SCAV.g783
N6.HOG0008024	OG0007863	n0				HMAN.evm.TU.Chr9.765				SCAV.g6110
N6.HOG0008025	OG0007864	n0				HMAN.evm.TU.Chr4.19				SCAV.g12083
N6.HOG0008026	OG0007865	n0				HMAN.evm.TU.Chr12.662				SCAV.g331
N6.HOG0008027	OG0007866	n0				HMAN.evm.TU.Chr4.1213				SCAV.g12737
N6.HOG0008028	OG0007867	n0				HMAN.evm.TU.Chr4.1112				SCAV.g12235
N6.HOG0008029	OG0007868	n0				HMAN.evm.TU.Chr4.941				SCAV.g12430
N6.HOG0008030	OG0007869	n0				HMAN.evm.TU.Chr4.103				SCAV.g12773
N6.HOG0008031	OG0007870	n0				HMAN.evm.TU.Chr12.686				SCAV.g72
N6.HOG0008032	OG0007871	n0				HMAN.evm.TU.Chr12.920				SCAV.g42
N6.HOG0008033	OG0007872	n0				HMAN.evm.TU.Chr12.919				SCAV.g41
N6.HOG0008034	OG0007873	n0				HMAN.evm.TU.Chr7.30				SCAV.g6892
N6.HOG0008035	OG0007874	n0				HMAN.evm.TU.Chr1.64				SCAV.g10205
N6.HOG0008036	OG0007875	n0				HMAN.evm.TU.Chr12.956				SCAV.g305
N6.HOG0008037	OG0007876	n0				HMAN.evm.TU.Chr12.895				SCAV.g230
N6.HOG0008038	OG0007877	n0				HMAN.evm.TU.Chr4.828				SCAV.g12560
N6.HOG0008039	OG0007878	n0				HMAN.evm.TU.Chr7.347				SCAV.g618
N6.HOG0008040	OG0007879	n0				HMAN.evm.TU.Chr7.350				SCAV.g615
N6.HOG0008041	OG0007880	n0								SCAV.g12686
N6.HOG0008042	OG0007881	n0				HMAN.evm.TU.Chr4.1158				SCAV.g12683
N6.HOG0008043	OG0007882	n0								SCAV.g12531
N6.HOG0008044	OG0007883	n0				HMAN.evm.TU.Chr4.751				SCAV.g11954
N6.HOG0008045	OG0007884	n0				HMAN.evm.TU.Chr4.1186				SCAV.g12722
N6.HOG0008046	OG0007885	n0				HMAN.evm.TU.Chr12.244				SCAV.g7325
N6.HOG0008047	OG0007886	n0				HMAN.evm.TU.Chr4.1023				SCAV.g12329
N6.HOG0008048	OG0007887	n0								SCAV.g12254
N6.HOG0008049	OG0007888	n0				HMAN.evm.TU.Chr4.1094				SCAV.g12255
N6.HOG0008050	OG0007889	n0				HMAN.evm.TU.Chr4.606				SCAV.g11943
N6.HOG0008051	OG0007890	n0				HMAN.evm.TU.Chr4.53				SCAV.g12116
N6.HOG0008052	OG0007891	n0				HMAN.evm.TU.Chr4.1169				SCAV.g12696
N6.HOG0008053	OG0007892	n0				HMAN.evm.TU.Chr4.956				SCAV.g12412
N6.HOG0008054	OG0007893	n0				HMAN.evm.TU.Chr4.1323				SCAV.g12636
N6.HOG0008055	OG0007894	n0				HMAN.evm.TU.Chr4.1266				SCAV.g12174
N6.HOG0008056	OG0007895	n0				HMAN.evm.TU.Chr4.1133				SCAV.g12210
N6.HOG0008057	OG0007896	n0				HMAN.evm.TU.Chr4.908				SCAV.g12474
N6.HOG0008058	OG0007897	n0				HMAN.evm.TU.Chr4.905				SCAV.g12477
N6.HOG0008059	OG0007898	n0				HMAN.evm.TU.Chr4.1364				SCAV.g13126
N6.HOG0008060	OG0007899	n0				HMAN.evm.TU.Chr4.1362				SCAV.g13128
N6.HOG0008061	OG0007900	n0				HMAN.evm.TU.Chr4.1354				SCAV.g13135
N6.HOG0008062	OG0007901	n0				HMAN.evm.TU.Chr4.1346, HMAN.evm.TU.Chr4.1347				SCAV.g13143, SCAV.g15449
N6.HOG0008063	OG0007902	n0				HMAN.evm.TU.Chr12.657				SCAV.g337
N6.HOG0008064	OG0007903	n0				HMAN.evm.TU.Chr4.74				SCAV.g12132
N6.HOG0008065	OG0007904	n0				HMAN.evm.TU.Chr7.557				SCAV.g374
N6.HOG0008066	OG0007905	n0				HMAN.evm.TU.Chr7.560				SCAV.g377
N6.HOG0008067	OG0007906	n0				HMAN.evm.TU.Chr7.943				SCAV.g13743, SCAV.g2784
N6.HOG0008068	OG0007907	n0				HMAN.evm.TU.Chr7.612				SCAV.g429
N6.HOG0008069	OG0007908	n0				HMAN.evm.TU.Chr7.345				SCAV.g622
N6.HOG0008070	OG0007909	n0				HMAN.evm.TU.Chr12.611				SCAV.g371
N6.HOG0008071	OG0007911	n0				HMAN.evm.TU.Chr4.642				SCAV.g12023
N6.HOG0008072	OG0007912	n0				HMAN.evm.TU.Chr4.1102				SCAV.g12245
N6.HOG0008073	OG0007913	n0				HMAN.evm.TU.Chr4.1285				SCAV.g12671
N6.HOG0008074	OG0007914	n0				HMAN.evm.TU.Chr4.1068				SCAV.g12275
N6.HOG0008075	OG0007915	n0				HMAN.evm.TU.Chr12.781				SCAV.g155
N6.HOG0008076	OG0007916	n0				HMAN.evm.TU.Chr12.770				SCAV.g147
N6.HOG0008077	OG0007917	n0				HMAN.evm.TU.Chr12.767				SCAV.g145
N6.HOG0008078	OG0007918	n0				HMAN.evm.TU.Chr7.592				SCAV.g408
N6.HOG0008079	OG0007919	n0				HMAN.evm.TU.Chr4.1403				SCAV.g13173
N6.HOG0008080	OG0007920	n0				HMAN.evm.TU.Chr4.1424				SCAV.g13189
N6.HOG0008081	OG0007921	n0				HMAN.evm.TU.Chr4.1536				SCAV.g13258
N6.HOG0008082	OG0007922	n0				HMAN.evm.TU.Chr4.1125				SCAV.g12217
N6.HOG0008083	OG0007923	n0				HMAN.evm.TU.Chr4.1567				SCAV.g13281
N6.HOG0008084	OG0007924	n0				HMAN.evm.TU.Chr4.1249				SCAV.g12762
N6.HOG0008085	OG0007925	n0				HMAN.evm.TU.Chr4.526				SCAV.g11820
N6.HOG0008086	OG0007926	n0				HMAN.evm.TU.Chr4.891				SCAV.g12494
N6.HOG0008087	OG0007927	n0				HMAN.evm.TU.Chr4.892				SCAV.g12493
N6.HOG0008088	OG0007928	n0				HMAN.evm.TU.Chr4.1631				SCAV.g13374, SCAV.g13375
N6.HOG0008089	OG0007929	n0				HMAN.evm.TU.Chr4.1286				SCAV.g12670
N6.HOG0008090	OG0007930	n0				HMAN.evm.TU.Chr3.1053				SCAV.g4329
N6.HOG0008091	OG0007931	n0				HMAN.evm.TU.Chr4.1338				SCAV.g13150
N6.HOG0008092	OG0007932	n0				HMAN.evm.TU.Chr4.1071				SCAV.g12277
N6.HOG0008093	OG0007933	n0				HMAN.evm.TU.Chr4.1073				SCAV.g12279
N6.HOG0008094	OG0007934	n0				HMAN.evm.TU.Chr4.1613				SCAV.g13330
N6.HOG0008095	OG0007935	n0				HMAN.evm.TU.Chr4.1663				SCAV.g13350
N6.HOG0008096	OG0007936	n0				HMAN.evm.TU.Chr4.1020				SCAV.g12325
N6.HOG0008097	OG0007937	n0				HMAN.evm.TU.Chr4.1021				SCAV.g12326
